iter	Logloss
0	0.6644426123
1	0.6317459144
2	0.596662852
3	0.5764352764
4	0.5536371259
5	0.5365350912
6	0.5161803347
7	0.5044652154
8	0.4818814493
9	0.4632488473
10	0.4501306018
11	0.4355098853
12	0.4286407994
13	0.411775571
14	0.3993548955
15	0.3902098726
16	0.3782891509
17	0.3687134589
18	0.3594835515
19	0.3509088964
20	0.340733796
21	0.3334924287
22	0.3241077464
23	0.3170221976
24	0.3104200037
25	0.3044833115
26	0.2970117185
27	0.2907116126
28	0.2826589952
29	0.2744308299
30	0.2709252022
31	0.2642439414
32	0.2601322646
33	0.2527766216
34	0.2484043253
35	0.244084295
36	0.2386290959
37	0.2326989013
38	0.2287457636
39	0.225175858
40	0.2221972624
41	0.2185768582
42	0.2139477316
43	0.2091080077
44	0.2062484033
45	0.2023681259
46	0.1984361274
47	0.1934415837
48	0.1885862462
49	0.18299323
50	0.1808286876
51	0.1772867456
52	0.1729152271
53	0.1707897021
54	0.1680587496
55	0.1642485575
56	0.160856879
57	0.1577288569
58	0.1535979334
59	0.1513694009
60	0.1477079805
61	0.1451329105
62	0.1416276708
63	0.1385172299
64	0.1354487502
65	0.131927899
66	0.128390683
67	0.1245261051
68	0.12265951
69	0.1197906669
70	0.1166630365
71	0.1142027728
72	0.1112233011
73	0.1099709832
74	0.1063792988
75	0.1029483688
76	0.09992523193
77	0.09664448865
78	0.09405218338
79	0.09189781072
80	0.08985768824
81	0.08758530276
82	0.08553080559
83	0.08359642418
84	0.08181808384
85	0.07961543628
86	0.07784420325
87	0.07607983326
88	0.07457110541
89	0.07308624326
90	0.07085929598
91	0.06902601865
92	0.0673643589
93	0.06576990741
94	0.06378566051
95	0.06270929599
96	0.06083125922
97	0.05970721391
98	0.05835268692
99	0.05685082455
100	0.05560050887
101	0.05427532537
102	0.0530694835
103	0.05190014888
104	0.05134190929
105	0.05049899841
106	0.04978420296
107	0.04863329615
108	0.04754349991
109	0.04659246328
110	0.04577466079
111	0.04475952314
112	0.04375396018
113	0.04301056667
114	0.04199881213
115	0.04115144039
116	0.04069577334
117	0.04002916716
118	0.03928002825
119	0.03860108317
120	0.03794034257
121	0.03720709353
122	0.03657676298
123	0.03595367548
124	0.03532886213
125	0.0345082429
126	0.03381108411
127	0.03308548781
128	0.03250469675
129	0.03210489069
130	0.03154721211
131	0.0310203669
132	0.03059527971
133	0.03013233993
134	0.02970520672
135	0.02925288775
136	0.02883952637
137	0.02840721315
138	0.02788265189
139	0.02752802615
140	0.02710771512
141	0.02674381587
142	0.02652972182
143	0.02607688369
144	0.02584236885
145	0.02546954885
146	0.02508821974
147	0.02466865218
148	0.02435570104
149	0.02405961922
150	0.0238759323
151	0.02370048396
152	0.02321118384
153	0.02289906813
154	0.02249786416
155	0.02209559022
156	0.02175747959
157	0.02151960597
158	0.02124515845
159	0.02092764961
160	0.02067579834
161	0.02043732332
162	0.02018686119
163	0.01993497586
164	0.01967816791
165	0.01945833576
166	0.01913272945
167	0.01885303721
168	0.01868205265
169	0.01849054414
170	0.01815864991
171	0.01787363169
172	0.01763087097
173	0.01744262345
174	0.01719818213
175	0.01700055356
176	0.0168261022
177	0.01664189125
178	0.0165427422
179	0.01637578011
180	0.01620899609
181	0.01602769287
182	0.01586764102
183	0.01571058448
184	0.01556188233
185	0.01536761011
186	0.01521468454
187	0.01506504721
188	0.01492172553
189	0.01474316947
190	0.01457247831
191	0.01448666806
192	0.01433666872
193	0.01420055214
194	0.0140315776
195	0.0139276923
196	0.01377947768
197	0.01364036871
198	0.01352581199
199	0.01337895588
200	0.01323482455
201	0.01313679948
202	0.01300791332
203	0.01291318913
204	0.01280268066
205	0.01270784067
206	0.01255451708
207	0.01242866711
208	0.01227215164
209	0.01209706287
210	0.01198066887
211	0.01184542909
212	0.01174208972
213	0.01161285128
214	0.01149183585
215	0.01138273259
216	0.01126493337
