iter	Passed	Remaining
0	19	9803
1	34	8689
2	53	8936
3	72	8969
4	121	12037
5	141	11666
6	160	11279
7	178	11005
8	201	11010
9	214	10530
10	228	10142
11	240	9799
12	254	9515
13	267	9285
14	280	9075
15	293	8882
16	307	8723
17	320	8573
18	332	8429
19	346	8305
20	359	8199
21	372	8094
22	385	7994
23	398	7905
24	412	7828
25	424	7746
26	438	7675
27	451	7611
28	464	7551
29	477	7486
30	490	7427
31	503	7368
32	521	7378
33	534	7330
34	549	7296
35	562	7247
36	576	7212
37	589	7172
38	610	7211
39	633	7286
40	649	7276
41	665	7258
42	686	7297
43	700	7257
44	713	7213
45	730	7204
46	743	7164
47	756	7121
48	769	7083
49	782	7043
50	795	7006
51	808	6966
52	822	6933
53	835	6898
54	848	6866
55	862	6834
56	875	6801
57	888	6769
58	901	6738
59	914	6708
60	928	6681
61	941	6654
62	955	6625
63	968	6599
64	981	6571
65	995	6545
66	1008	6518
67	1021	6492
68	1034	6464
69	1048	6439
70	1061	6414
71	1074	6389
72	1088	6364
73	1101	6341
74	1114	6316
75	1162	6483
76	1180	6487
77	1200	6496
78	1271	6777
79	1285	6746
80	1298	6714
81	1311	6685
82	1325	6656
83	1338	6626
84	1351	6596
85	1364	6567
86	1377	6538
87	1390	6509
88	1403	6481
89	1416	6452
90	1429	6425
91	1443	6401
92	1457	6376
93	1470	6349
94	1483	6322
95	1496	6297
96	1509	6271
97	1522	6245
98	1535	6220
99	1549	6196
100	1562	6172
101	1575	6149
102	1589	6125
103	1602	6101
104	1627	6123
105	1647	6122
106	1660	6099
107	1676	6084
108	1690	6062
109	1703	6039
110	1716	6016
111	1730	5994
112	1744	5972
113	1757	5949
114	1770	5927
115	1784	5905
116	1797	5883
117	1810	5861
118	1824	5840
119	1837	5819
120	1850	5797
121	1864	5776
122	1877	5755
123	1891	5735
124	1904	5713
125	1917	5693
126	1931	5672
127	1944	5650
128	1957	5630
129	1970	5609
130	1983	5588
131	1997	5567
132	2010	5548
133	2023	5527
134	2036	5507
135	2049	5486
136	2063	5467
137	2076	5447
138	2090	5428
139	2102	5407
140	2116	5387
141	2129	5368
142	2143	5350
143	2156	5331
144	2205	5398
145	2224	5392
146	2243	5388
147	2262	5379
148	2275	5360
149	2288	5340
150	2301	5319
151	2315	5300
152	2328	5280
153	2341	5260
154	2354	5241
155	2369	5225
156	2382	5206
157	2396	5187
158	2409	5168
159	2422	5148
160	2435	5129
161	2449	5110
162	2462	5091
163	2476	5072
164	2492	5060
165	2506	5043
166	2520	5025
167	2534	5008
168	2548	4990
169	2561	4972
170	2575	4954
171	2588	4937
172	2601	4917
173	2615	4899
174	2629	4882
175	2642	4864
176	2662	4858
177	2684	4856
178	2700	4843
179	2714	4825
180	2727	4807
181	2741	4789
182	2754	4771
183	2767	4752
184	2780	4734
185	2794	4717
186	2807	4698
187	2820	4681
188	2834	4663
189	2847	4645
190	2860	4628
191	2874	4610
192	2887	4593
193	2901	4576
194	2914	4558
195	2927	4540
196	2940	4522
197	2953	4505
198	2966	4487
199	2980	4470
200	2993	4452
201	3007	4437
202	3021	4420
203	3034	4403
204	3047	4385
205	3060	4368
206	3073	4350
207	3087	4333
208	3100	4316
209	3113	4300
210	3127	4283
211	3140	4266
212	3153	4249
213	3167	4232
214	3180	4215
215	3193	4198
216	3299	4303
217	3329	4307
218	3347	4295
219	3369	4288
220	3383	4271
221	3396	4253
222	3409	4235
223	3422	4216
224	3436	4199
225	3449	4182
226	3462	4164
227	3475	4146
228	3488	4128
229	3503	4112
230	3516	4094
231	3529	4077
232	3542	4059
233	3556	4042
234	3569	4024
235	3582	4007
236	3595	3990
237	3609	3972
238	3622	3955
239	3634	3937
240	3648	3920
241	3661	3903
242	3674	3886
243	3688	3869
244	3701	3852
245	3714	3835
246	3728	3818
247	3741	3801
248	3756	3786
249	3782	3782
250	3802	3772
251	3816	3756
252	3829	3739
253	3842	3721
254	3856	3704
255	3869	3687
256	3883	3671
257	3896	3654
258	3911	3639
259	3924	3622
260	3937	3605
261	3950	3588
262	3964	3572
263	3977	3555
264	3990	3538
265	4003	3522
266	4016	3505
267	4030	3489
268	4044	3473
269	4057	3456
270	4071	3440
271	4084	3424
272	4098	3407
273	4111	3391
274	4125	3375
275	4137	3358
276	4151	3341
277	4164	3325
278	4178	3309
279	4191	3293
280	4206	3278
281	4222	3263
282	4235	3247
283	4249	3231
284	4262	3215
285	4275	3198
286	4288	3182
287	4302	3166
288	4353	3178
289	4373	3167
290	4392	3154
291	4413	3144
292	4427	3127
293	4440	3111
294	4453	3095
295	4467	3078
296	4481	3062
297	4494	3046
298	4507	3030
299	4521	3014
300	4534	2998
301	4547	2981
302	4560	2965
303	4574	2949
304	4586	2932
305	4600	2916
306	4613	2900
307	4627	2884
308	4640	2868
309	4653	2851
310	4666	2835
311	4679	2819
312	4693	2804
313	4707	2788
314	4720	2772
315	4733	2756
316	4747	2740
317	4760	2724
318	4773	2708
319	4786	2692
320	4799	2676
321	4822	2665
322	4841	2653
323	4856	2638
324	4870	2622
325	4883	2606
326	4897	2591
327	4911	2575
328	4925	2559
329	4938	2544
330	4952	2528
331	4965	2512
332	4978	2496
333	4992	2481
334	5005	2465
335	5018	2449
336	5031	2433
337	5044	2417
338	5057	2402
339	5070	2386
340	5083	2370
341	5096	2354
342	5109	2338
343	5123	2323
344	5136	2307
345	5150	2292
346	5163	2276
347	5176	2260
348	5189	2245
349	5202	2229
350	5215	2214
351	5228	2198
352	5241	2182
353	5255	2167
354	5268	2151
355	5281	2136
356	5297	2121
357	5311	2106
358	5324	2091
359	5337	2075
360	5350	2060
361	5405	2060
362	5425	2047
363	5450	2036
364	5463	2020
365	5476	2005
366	5490	1989
367	5504	1974
368	5517	1958
369	5531	1943
370	5544	1927
371	5558	1912
372	5573	1897
373	5587	1882
374	5601	1867
375	5614	1851
376	5627	1836
377	5641	1820
378	5654	1805
379	5668	1790
380	5681	1774
381	5694	1759
382	5708	1743
383	5721	1728
384	5735	1713
385	5748	1697
386	5762	1682
387	5775	1667
388	5788	1651
389	5802	1636
390	5815	1621
391	5828	1605
392	5841	1590
393	5865	1577
394	5885	1564
395	5899	1549
396	5915	1534
397	5928	1519
398	5941	1504
399	5954	1488
400	5968	1473
401	5981	1458
402	5994	1442
403	6008	1427
404	6021	1412
405	6034	1397
406	6047	1381
407	6060	1366
408	6073	1351
409	6086	1336
410	6100	1320
411	6113	1305
412	6126	1290
413	6139	1275
414	6152	1260
415	6165	1244
416	6178	1229
417	6191	1214
418	6205	1199
419	6218	1184
420	6231	1169
421	6244	1154
422	6258	1139
423	6271	1124
424	6284	1109
425	6298	1094
426	6311	1079
427	6324	1063
428	6337	1048
429	6352	1034
430	6365	1019
431	6379	1004
432	6392	989
433	6447	980
434	6468	966
435	6487	952
436	6505	937
437	6529	924
438	6543	909
439	6556	894
440	6570	878
441	6583	863
442	6596	848
443	6610	833
444	6623	818
445	6636	803
446	6649	788
447	6663	773
448	6676	758
449	6689	743
450	6703	728
451	6716	713
452	6729	698
453	6743	683
454	6756	668
455	6769	653
456	6782	638
457	6795	623
458	6809	608
459	6821	593
460	6835	578
461	6848	563
462	6861	548
463	6875	533
464	6889	518
465	6902	503
466	6915	488
467	6931	473
468	6955	459
469	6973	445
470	6989	430
471	7002	415
472	7015	400
473	7028	385
474	7041	370
475	7055	355
476	7068	340
477	7081	325
478	7095	311
479	7108	296
480	7122	281
481	7136	266
482	7149	251
483	7163	236
484	7176	221
485	7189	207
486	7202	192
487	7215	177
488	7227	162
489	7241	147
490	7256	133
491	7269	118
492	7282	103
493	7295	88
494	7309	73
495	7322	59
496	7335	44
497	7348	29
498	7361	14
499	7375	0
