iter	Logloss
0	0.6704111131
1	0.6441369424
2	0.6048931044
3	0.5832973456
4	0.5536322348
5	0.5359953077
6	0.5176069706
7	0.4999474635
8	0.4835720324
9	0.4704844384
10	0.4554737479
11	0.4402483512
12	0.4310028696
13	0.4178556192
14	0.4056853804
15	0.3990910711
16	0.3903014473
17	0.3800675823
18	0.3704461959
19	0.3638914554
20	0.353531794
21	0.3441397673
22	0.332666392
23	0.3262361606
24	0.3166033139
25	0.3084247044
26	0.2995070731
27	0.2924993381
28	0.2837027794
29	0.275849706
30	0.2722336076
31	0.2656244948
32	0.2609082485
33	0.2563381083
34	0.2503891334
35	0.2434253205
36	0.2390260779
37	0.2342896634
38	0.2285327346
39	0.2248310118
40	0.2191184006
41	0.2133892209
42	0.2080001336
43	0.2042473567
44	0.1999700516
45	0.1957145772
46	0.1918958841
47	0.1858595792
48	0.1836821363
49	0.1799981832
50	0.1754294199
51	0.1721544625
52	0.1667308108
53	0.1628793485
54	0.1596968888
55	0.156222509
56	0.1533041297
57	0.1509322484
58	0.1480631484
59	0.1445012729
60	0.1408490858
61	0.1381399646
62	0.1355224219
63	0.1304387163
64	0.1273549161
65	0.1246876901
66	0.1218833899
67	0.118746102
68	0.116536257
69	0.1127963595
70	0.1095398099
71	0.1072216631
72	0.105466864
73	0.1035661061
74	0.1016235356
75	0.09899290759
76	0.09699661669
77	0.09460092902
78	0.09137591374
79	0.0890069241
80	0.0870321671
81	0.08470307785
82	0.08268754497
83	0.08024011076
84	0.07809057886
85	0.07607656584
86	0.07457005371
87	0.07259380696
88	0.07092773939
89	0.06932847806
90	0.06747663337
91	0.06602268501
92	0.06463813976
93	0.06326907327
94	0.06183578332
95	0.06053248539
96	0.05953786475
97	0.05789012385
98	0.0565379909
99	0.05509525453
100	0.05382203813
101	0.05281831728
102	0.05178570699
103	0.05050411972
104	0.04956614898
105	0.04854192462
106	0.04762036057
107	0.04672947095
108	0.04556868567
109	0.04464688563
110	0.04401844242
111	0.04349477519
112	0.04298563839
113	0.04199987905
114	0.04119902521
115	0.04053982406
116	0.03992899275
117	0.03921620326
118	0.03846355708
119	0.03781751703
120	0.03710084243
121	0.03650159991
122	0.03585024181
123	0.03531757586
124	0.03484974568
125	0.0340458361
126	0.0333698699
127	0.03280012185
128	0.03223782644
129	0.03160868449
130	0.03106477013
131	0.03046678671
132	0.02984240244
133	0.02946005285
134	0.02902414066
135	0.02858833286
136	0.02829110938
137	0.02765032667
138	0.02715616556
139	0.02684861628
140	0.02642561899
141	0.02607354904
142	0.02563284517
143	0.0252076215
144	0.02471694927
145	0.02435217078
146	0.02407453696
147	0.02379048672
148	0.02340940157
149	0.02308941859
150	0.02266021853
151	0.02221897129
152	0.02182890004
153	0.02139300776
154	0.02104501957
155	0.0208198087
156	0.02051192049
157	0.02015642236
158	0.01995422301
159	0.01970416514
160	0.01952340307
161	0.0192711533
162	0.01902259392
163	0.01880067138
164	0.01853653467
165	0.01833445186
166	0.01811024225
167	0.01785910057
168	0.01768562119
169	0.01746257502
170	0.01725933945
171	0.01710821024
172	0.01682508065
173	0.01665845568
174	0.01643745574
175	0.01620460771
176	0.01602465266
177	0.01579345851
178	0.01564341601
179	0.0154804222
180	0.01525859095
181	0.01506172033
182	0.01490750284
183	0.01472821886
184	0.01457543868
185	0.01442747641
186	0.01424433889
187	0.01409446926
188	0.0139425233
189	0.01375591391
190	0.01364126516
191	0.01355048352
192	0.01336425482
193	0.01324549421
194	0.01306004048
195	0.01296190526
196	0.01282997384
197	0.01267431904
198	0.01256933912
199	0.01245316857
200	0.01236821386
201	0.0122185676
202	0.01208644195
203	0.01198448232
204	0.01189874389
205	0.0117644749
206	0.0116324182
207	0.0115152493
208	0.01138641878
209	0.011279515
210	0.01120025903
211	0.01107650182
212	0.01097727307
213	0.01087727906
214	0.0107688729
215	0.01065738818
216	0.01054066213
217	0.01046309597
218	0.01038637375
219	0.01032548427
220	0.01020631868
221	0.01016037042
222	0.01008689476
223	0.00998881878
224	0.00989679892
225	0.009785972642
226	0.009680429447
227	0.009582613733
228	0.009536227481
229	0.009451606851
230	0.009341110766
231	0.009240184442
232	0.009139030868
233	0.009061710412
234	0.008977441341
235	0.008882707102
236	0.008807862121
237	0.008716372511
238	0.008641924732
239	0.008575568617
240	0.008493548741
241	0.008429210686
242	0.008352606942
243	0.008310510282
244	0.008251703927
245	0.00817035172
246	0.008111958591
247	0.008045554404
248	0.007960806068
249	0.007912270649
250	0.007864342202
251	0.00782047901
252	0.00775812017
253	0.007714012733
254	0.007680457867
255	0.007629782022
256	0.007581191247
257	0.007520993227
258	0.007471870745
259	0.007435350943
260	0.007382126787
261	0.007338678764
262	0.00727432857
263	0.007233294839
264	0.007173881997
265	0.007140686459
266	0.007101240566
267	0.007060492354
268	0.007014973829
269	0.00695667733
270	0.006907921459
271	0.006852369444
272	0.00678663147
273	0.006748902579
274	0.006748888983
275	0.006711679175
276	0.006661839495
277	0.006589536997
278	0.006551630871
279	0.006510899654
280	0.00646386467
281	0.006436829654
282	0.006374811689
283	0.006318148673
284	0.006267203819
285	0.006235461128
286	0.006178322246
287	0.006137913939
288	0.006097915945
289	0.006063379727
290	0.006021613745
291	0.005980482898
292	0.005938205602
293	0.005889338534
294	0.005866405192
295	0.005841952477
296	0.005796240206
297	0.005759700981
298	0.005724022685
299	0.005696364673
300	0.005665647522
301	0.005629778394
302	0.005600016374
303	0.005566017205
304	0.005538975391
305	0.005500958553
306	0.005470906644
307	0.005445522106
308	0.005423594395
309	0.005406781272
310	0.005367778712
311	0.005327594742
312	0.005300725308
313	0.005276319209
314	0.005231995689
315	0.005213060107
316	0.005187282251
317	0.005178378701
318	0.005161392227
319	0.005132089564
320	0.005102029886
321	0.005067553394
322	0.005033231801
323	0.005004691009
324	0.004980541781
325	0.004954180747
326	0.004928948195
327	0.004907394864
328	0.004881100354
329	0.004865047645
330	0.004842267745
331	0.00481526235
332	0.004797734457
333	0.00476758786
334	0.004767537845
335	0.004743375992
336	0.004743308497
337	0.004711703225
338	0.004678968499
339	0.004649853755
340	0.004649877063
341	0.004625655483
342	0.004599541122
343	0.004599272112
344	0.004580243299
345	0.004554978699
346	0.0045275795
347	0.004496929845
348	0.004477128963
349	0.004455215334
350	0.00443529063
351	0.004409516173
352	0.004391475025
353	0.004364107874
354	0.004336363915
355	0.004315617128
356	0.004315609359
357	0.004290706514
358	0.004275629817
359	0.004258618093
360	0.004238980365
361	0.004215747421
362	0.004215472585
363	0.00419881339
364	0.004185712507
365	0.004165209966
366	0.004149334979
367	0.004129442809
368	0.004129387939
369	0.004129419016
370	0.004129370944
371	0.004109034956
372	0.004109110706
373	0.004092842401
374	0.004075204282
375	0.004059678911
376	0.004034865412
377	0.004019713208
378	0.004003137289
379	0.004003057897
380	0.003987384425
381	0.003965093745
382	0.00394110767
383	0.003941153315
384	0.003924674998
385	0.003924658245
386	0.003898829404
387	0.003879843321
388	0.003857222206
389	0.003844526295
390	0.003824032494
391	0.003811252821
392	0.003809995904
393	0.003810039363
394	0.003809747288
395	0.00379988278
396	0.003785456999
397	0.003768701417
398	0.003768692434
399	0.003749814393
400	0.003749777003
401	0.00373361674
402	0.003717826243
403	0.003703120527
404	0.00370307027
405	0.003694793115
406	0.00368670145
407	0.003670838117
408	0.003670814324
409	0.003662826573
410	0.003662762477
411	0.003662751794
412	0.003646943088
413	0.003636246058
414	0.003636208911
415	0.003636208911
416	0.003636219594
417	0.003628221403
418	0.003616107214
419	0.003600218631
420	0.003585207001
421	0.003585169126
422	0.003568233152
423	0.003568195763
424	0.003557731323
425	0.00354157106
426	0.003541468846
427	0.003541447237
428	0.003541447237
429	0.003541464233
430	0.003541442382
431	0.003530097348
432	0.003511856141
433	0.003511858812
434	0.003511759026
435	0.003511665795
436	0.003511575235
437	0.003511582761
438	0.00349480897
439	0.003485570372
440	0.003465465518
441	0.003448342597
442	0.003429887979
443	0.003429887979
444	0.003417542413
445	0.003402433182
446	0.00340237734
447	0.003402394578
448	0.003402202047
449	0.003390196385
450	0.003376858783
451	0.003376823093
452	0.003364473399
453	0.003364473399
454	0.003364439166
455	0.003364437466
456	0.003364446207
457	0.003351145024
458	0.003341258179
459	0.003332763
460	0.003332759601
461	0.003324093013
462	0.00332405271
463	0.003324055623
464	0.003324025517
465	0.003323998811
466	0.003323998811
467	0.00330928314
468	0.00329554518
469	0.003295580384
470	0.003295552463
471	0.003295448307
472	0.003295461418
473	0.003295439081
474	0.003295443451
475	0.003295405091
476	0.003295433011
477	0.003295359689
478	0.003295332497
479	0.003295311374
480	0.003295307247
481	0.00327395276
482	0.003256130364
483	0.003241134515
484	0.003240902895
485	0.003240838313
486	0.003239315542
487	0.003239315542
488	0.003239185164
489	0.003239185164
490	0.003239181037
491	0.003220480474
492	0.003220465421
493	0.00321382005
494	0.003213798927
495	0.003206242855
496	0.003206255965
497	0.003206246739
498	0.003206218333
499	0.003206204008
