iter	Passed	Remaining
0	29	14493
1	42	10519
2	55	9185
3	68	8482
4	81	8066
5	94	7814
6	108	7627
7	121	7484
8	134	7337
9	148	7254
10	161	7172
11	174	7104
12	187	7042
13	201	6978
14	214	6933
15	229	6936
16	243	6913
17	257	6885
18	270	6848
19	284	6816
20	297	6780
21	310	6753
22	324	6728
23	337	6696
24	351	6678
25	365	6656
26	378	6622
27	391	6598
28	404	6576
29	418	6558
30	445	6738
31	466	6826
32	482	6828
33	496	6802
34	510	6778
35	523	6741
36	536	6714
37	555	6748
38	569	6734
39	582	6701
40	595	6668
41	609	6642
42	622	6611
43	635	6584
44	648	6557
45	662	6543
46	676	6520
47	690	6497
48	703	6477
49	716	6450
50	729	6423
51	742	6398
52	755	6375
53	769	6353
54	782	6330
55	795	6310
56	809	6288
57	822	6268
58	835	6244
59	849	6226
60	862	6205
61	875	6186
62	889	6168
63	902	6149
64	915	6130
65	929	6109
66	942	6091
67	956	6073
68	1018	6364
69	1038	6381
70	1057	6387
71	1080	6425
72	1096	6412
73	1109	6384
74	1122	6359
75	1135	6336
76	1149	6313
77	1162	6288
78	1175	6263
79	1188	6240
80	1201	6214
81	1214	6192
82	1227	6168
83	1240	6145
84	1253	6122
85	1267	6100
86	1280	6080
87	1294	6060
88	1307	6039
89	1321	6019
90	1334	5998
91	1348	5979
92	1361	5956
93	1375	5940
94	1388	5921
95	1402	5900
96	1415	5882
97	1428	5861
98	1441	5840
99	1455	5823
100	1469	5805
101	1487	5804
102	1514	5837
103	1532	5836
104	1547	5821
105	1561	5803
106	1574	5783
107	1587	5761
108	1601	5743
109	1617	5735
110	1631	5716
111	1644	5697
112	1658	5678
113	1671	5661
114	1685	5641
115	1698	5622
116	1711	5603
117	1725	5585
118	1738	5566
119	1752	5549
120	1765	5531
121	1779	5513
122	1792	5495
123	1806	5477
124	1819	5459
125	1832	5439
126	1845	5421
127	1859	5403
128	1872	5385
129	1886	5368
130	1899	5350
131	1912	5332
132	1926	5315
133	1938	5295
134	1952	5277
135	1965	5260
136	1978	5243
137	1992	5225
138	2005	5208
139	2023	5202
140	2087	5314
141	2106	5309
142	2124	5303
143	2142	5297
144	2165	5300
145	2184	5295
146	2197	5276
147	2210	5258
148	2224	5239
149	2237	5220
150	2250	5201
151	2263	5181
152	2276	5163
153	2289	5144
154	2303	5126
155	2316	5107
156	2329	5090
157	2343	5072
158	2356	5053
159	2370	5036
160	2383	5018
161	2396	5001
162	2410	4982
163	2423	4964
164	2436	4947
165	2449	4929
166	2463	4912
167	2476	4894
168	2490	4877
169	2503	4859
170	2517	4844
171	2533	4830
172	2547	4814
173	2560	4797
174	2576	4784
175	2605	4796
176	2622	4786
177	2637	4771
178	2651	4754
179	2664	4737
180	2678	4719
181	2691	4703
182	2705	4686
183	2718	4669
184	2732	4652
185	2745	4634
186	2758	4617
187	2772	4600
188	2785	4583
189	2799	4566
190	2812	4550
191	2825	4533
192	2839	4516
193	2852	4499
194	2865	4482
195	2878	4465
196	2892	4448
197	2905	4432
198	2919	4415
199	2932	4398
200	2945	4382
201	2959	4365
202	2972	4349
203	2985	4332
204	2998	4315
205	3012	4298
206	3025	4282
207	3038	4266
208	3052	4249
209	3065	4233
210	3096	4240
211	3147	4276
212	3165	4265
213	3186	4258
214	3205	4249
215	3218	4232
216	3232	4215
217	3245	4198
218	3261	4184
219	3275	4168
220	3288	4151
221	3302	4135
222	3315	4118
223	3329	4101
224	3342	4085
225	3355	4068
226	3372	4055
227	3386	4039
228	3399	4023
229	3413	4006
230	3427	3990
231	3440	3973
232	3454	3958
233	3467	3941
234	3481	3925
235	3494	3909
236	3509	3894
237	3523	3878
238	3536	3862
239	3550	3846
240	3563	3829
241	3576	3813
242	3589	3796
243	3614	3791
244	3690	3840
245	3703	3824
246	3717	3807
247	3730	3790
248	3743	3773
249	3756	3756
250	3770	3740
251	3784	3724
252	3798	3708
253	3811	3691
254	3824	3674
255	3838	3658
256	3851	3642
257	3865	3625
258	3878	3608
259	3892	3592
260	3905	3576
261	3918	3559
262	3932	3543
263	3945	3527
264	3958	3510
265	3971	3493
266	3984	3477
267	3997	3460
268	4011	3444
269	4024	3428
270	4038	3412
271	4051	3396
272	4064	3379
273	4078	3363
274	4091	3347
275	4104	3331
276	4117	3315
277	4198	3352
278	4268	3381
279	4287	3368
280	4305	3355
281	4326	3344
282	4340	3327
283	4354	3311
284	4367	3294
285	4380	3277
286	4393	3261
287	4407	3244
288	4421	3227
289	4434	3211
290	4447	3194
291	4461	3177
292	4474	3161
293	4487	3144
294	4500	3127
295	4513	3110
296	4527	3094
297	4540	3077
298	4553	3061
299	4567	3044
300	4580	3028
301	4593	3011
302	4606	2995
303	4620	2978
304	4634	2962
305	4651	2949
306	4665	2932
307	4680	2917
308	4693	2901
309	4707	2885
310	4725	2872
311	4753	2864
312	4769	2849
313	4785	2834
314	4799	2818
315	4813	2802
316	4827	2786
317	4840	2770
318	4854	2754
319	4867	2737
320	4880	2721
321	4894	2705
322	4907	2689
323	4920	2672
324	4933	2656
325	4947	2640
326	4960	2624
327	4973	2608
328	4987	2592
329	5001	2576
330	5014	2560
331	5027	2544
332	5041	2528
333	5054	2512
334	5067	2496
335	5081	2480
336	5094	2464
337	5108	2448
338	5121	2432
339	5134	2416
340	5147	2400
341	5160	2384
342	5173	2368
