iter	Logloss	Recall	Precision
76	0.3032381254	1	0.9598662207
77	0.3002750052	1	0.9598662207
78	0.2973788076	1	0.9598662207
79	0.294229093	1	0.9598662207
80	0.2913575666	1	0.9598662207
81	0.2894248046	1	0.9598662207
82	0.2879830791	1	0.9534883721
83	0.2857774147	1	0.9566666667
84	0.2834847446	1	0.9534883721
85	0.2812174893	1	0.9598662207
86	0.2777263564	1	0.9663299663
87	0.2755140941	1	0.9663299663
88	0.2735091346	1	0.9695945946
89	0.2706647748	1	0.9663299663
90	0.2679523363	1	0.9663299663
91	0.266540234	1	0.9761904762
92	0.2635032809	1	0.9795221843
93	0.2619768193	1	0.9795221843
94	0.26035888	1	0.9828767123
95	0.2576687418	1	0.9828767123
96	0.255262629	1	0.9828767123
97	0.2536920038	1	0.9862542955
98	0.2513994652	1	0.9862542955
99	0.2494726293	1	0.9862542955
100	0.2470035726	1	0.9862542955
101	0.2452725936	1	0.9896551724
102	0.2436624289	1	0.9896551724
103	0.2426744242	1	0.9862542955
104	0.24060477	1	0.9862542955
105	0.2387730652	1	0.9862542955
106	0.2372930051	1	0.9862542955
107	0.2354312532	1	0.9862542955
108	0.2339651314	1	0.9862542955
109	0.2320952745	1	0.9930795848
110	0.2300329409	1	0.9930795848
111	0.227828352	1	0.9896551724
112	0.2257894736	1	0.9965277778
113	0.2241818853	1	0.9965277778
114	0.2220931715	1	0.9965277778
115	0.2206104227	1	0.9965277778
116	0.2186935308	1	0.9965277778
117	0.2173952708	1	0.9965277778
118	0.2153926592	1	0.9965277778
119	0.2134068307	1	0.9965277778
120	0.2119562366	1	0.9965277778
121	0.2100073359	1	0.9965277778
122	0.2080841029	1	0.9965277778
123	0.2065545896	1	0.9965277778
124	0.2050208597	1	0.9965277778
125	0.2033217348	1	0.9965277778
126	0.2019046784	1	0.9965277778
127	0.2008894635	1	0.9965277778
128	0.199316208	1	0.9965277778
129	0.1981837748	1	1
130	0.1969499084	1	1
131	0.1951041457	1	1
132	0.1938783472	1	1
133	0.1928287431	1	1
134	0.1911279369	1	1
135	0.1899046913	1	1
136	0.1887241598	1	1
137	0.1881014922	1	1
138	0.1863593306	1	1
139	0.1850834727	1	1
140	0.1838407237	1	1
141	0.1820514845	1	1
142	0.180561068	1	1
143	0.1790390064	1	1
144	0.1773846599	1	1
145	0.1766411581	1	1
146	0.1749448841	1	1
147	0.1739807276	1	1
148	0.1725594526	1	1
149	0.1716003037	1	1
150	0.1702873313	1	1
151	0.1693886866	1	1
152	0.1680059792	1	1
153	0.166301009	1	1
154	0.1650206455	1	1
155	0.1635119447	1	1
156	0.1619027057	1	1
157	0.1609629247	1	1
158	0.160273126	1	1
159	0.1588416085	1	1
160	0.158337764	1	1
161	0.1574871296	1	1
162	0.1560715956	1	1
163	0.1549499288	1	1
164	0.1540294945	1	1
165	0.1531187304	1	1
166	0.1519657653	1	1
167	0.1511246257	1	1
168	0.1497623947	1	1
169	0.1486195559	1	1
170	0.1475372998	1	1
171	0.1465647324	1	1
172	0.1454351651	1	1
173	0.1443488085	1	1
174	0.1434203219	1	1
175	0.1425874513	1	1
176	0.1417092043	1	1
177	0.1408400839	1	1
178	0.1399840028	1	1
179	0.1391172707	1	1
180	0.1382269003	1	1
181	0.137052624	1	1
182	0.1358473557	1	1
183	0.1346531016	1	1
184	0.1340048903	1	1
185	0.1330787231	1	1
186	0.1318318302	1	1
187	0.1308362753	1	1
188	0.1300241198	1	1
189	0.1291658161	1	1
190	0.1284272047	1	1
191	0.1275157078	1	1
192	0.1264392223	1	1
193	0.1255265414	1	1
194	0.1247828198	1	1
195	0.1242311177	1	1
196	0.1237943698	1	1
197	0.1230954571	1	1
198	0.1224426265	1	1
199	0.1213087085	1	1
200	0.1204596028	1	1
201	0.1197606455	1	1
202	0.1189172936	1	1
203	0.1183025991	1	1
204	0.1173031726	1	1
205	0.1165046838	1	1
206	0.1157999471	1	1
207	0.1150894717	1	1
208	0.1139634761	1	1
209	0.1131654455	1	1
210	0.1122457421	1	1
211	0.1112061614	1	1
212	0.1103184391	1	1
213	0.1095288841	1	1
214	0.1089060376	1	1
215	0.1079252396	1	1
216	0.1071509218	1	1
217	0.1068647083	1	1
218	0.1060634838	1	1
219	0.1053713238	1	1
220	0.104651972	1	1
221	0.1036684419	1	1
222	0.1024315959	1	1
223	0.1017993811	1	1
224	0.1009033849	1	1
225	0.1004135189	1	1
226	0.09968523257	1	1
227	0.09835274088	1	1
228	0.09758648902	1	1
229	0.09684770989	1	1
230	0.09604223211	1	1
231	0.09519934144	1	1
232	0.09457052605	1	1
233	0.0938391306	1	1
234	0.09308294396	1	1
235	0.09260281063	1	1
236	0.09179716223	1	1
237	0.09108160688	1	1
238	0.09034133386	1	1
239	0.08973581653	1	1
240	0.08905717444	1	1
241	0.08859733376	1	1
242	0.08792021176	1	1
243	0.0873126554	1	1
244	0.08670669879	1	1
245	0.08596872512	1	1
246	0.0854763002	1	1
247	0.08481057666	1	1
248	0.08409668719	1	1
249	0.08365850702	1	1
250	0.08299557336	1	1
251	0.08240853911	1	1
252	0.08160561785	1	1
253	0.08101656819	1	1
254	0.08035290237	1	1
255	0.07989784932	1	1
256	0.07929589205	1	1
257	0.07869713168	1	1
258	0.07816134261	1	1
259	0.07768545979	1	1
260	0.07705642331	1	1
261	0.07630050969	1	1
262	0.07559712521	1	1
263	0.07488156331	1	1
264	0.07437065203	1	1
265	0.07386704579	1	1
266	0.07321711493	1	1
267	0.07286553627	1	1
268	0.07223494289	1	1
269	0.07162280729	1	1
270	0.07102705181	1	1
271	0.07051495555	1	1
272	0.0700099159	1	1
273	0.06946782917	1	1
274	0.06879355833	1	1
275	0.0682665677	1	1
276	0.06764736189	1	1
277	0.06724345455	1	1
278	0.06664221643	1	1
279	0.06618924159	1	1
280	0.0656332652	1	1
281	0.06512789423	1	1
282	0.06459529704	1	1
283	0.06409667694	1	1
284	0.06361495215	1	1
285	0.06312552868	1	1
286	0.06264144619	1	1
287	0.06224081476	1	1
288	0.06185781137	1	1
289	0.06145015187	1	1
290	0.06083014515	1	1
291	0.06034549663	1	1
292	0.05965023429	1	1
293	0.05920199194	1	1
294	0.05865125422	1	1
295	0.05832221711	1	1
296	0.05791222589	1	1
297	0.0574505438	1	1
298	0.05694580561	1	1
299	0.0564745301	1	1
300	0.05590137319	1	1
301	0.05550893794	1	1
302	0.05508608651	1	1
303	0.05467637485	1	1
304	0.05431821542	1	1
305	0.05381687987	1	1
306	0.05355161228	1	1
307	0.05292817345	1	1
308	0.05265058917	1	1
309	0.05229943843	1	1
310	0.05195401126	1	1
311	0.05152566291	1	1
312	0.05115582748	1	1
313	0.05074015891	1	1
314	0.05038766038	1	1
315	0.0502176432	1	1
316	0.04977846809	1	1
317	0.04948598255	1	1
318	0.04900975846	1	1
319	0.04859601477	1	1
320	0.04826130778	1	1
321	0.04786014082	1	1
322	0.04733316985	1	1
323	0.04705185519	1	1
324	0.04672922322	1	1
325	0.04642956996	1	1
326	0.04609934528	1	1
327	0.04574763438	1	1
328	0.04543570263	1	1
329	0.04512281101	1	1
330	0.04474202447	1	1
331	0.04445395779	1	1
332	0.04414059156	1	1
333	0.04375499768	1	1
334	0.04344304771	1	1
335	0.04310730116	1	1
336	0.04269811065	1	1
337	0.0423370647	1	1
338	0.04210159849	1	1
339	0.0418193298	1	1
340	0.04153977713	1	1
341	0.04133702058	1	1
342	0.04103884488	1	1
343	0.04078214377	1	1
344	0.04050023418	1	1
345	0.04030016833	1	1
346	0.03999481081	1	1
347	0.03976699698	1	1
348	0.03954408615	1	1
349	0.03922440052	1	1
350	0.03897499833	1	1
351	0.03869839558	1	1
352	0.03839088641	1	1
353	0.03810281705	1	1
354	0.03785627026	1	1
355	0.03761325831	1	1
356	0.03734340108	1	1
357	0.03716463562	1	1
358	0.03696709101	1	1
359	0.0367602017	1	1
360	0.036543364	1	1
361	0.03630558192	1	1
362	0.03604102928	1	1
363	0.03582720155	1	1
364	0.035606243	1	1
365	0.03544736557	1	1
366	0.03521193646	1	1
367	0.03500836884	1	1
368	0.03484575394	1	1
369	0.03463423537	1	1
370	0.03447711544	1	1
371	0.03431912762	1	1
372	0.03416337342	1	1
373	0.03393667582	1	1
374	0.03379147647	1	1
375	0.03356425009	1	1
376	0.03332020625	1	1
377	0.03308389237	1	1
378	0.03287159729	1	1
379	0.03273380113	1	1
380	0.03255582134	1	1
381	0.03236215542	1	1
382	0.03218237994	1	1
383	0.03192104575	1	1
384	0.0317182164	1	1
385	0.03144229909	1	1
386	0.03125709504	1	1
387	0.03108288897	1	1
388	0.0308975492	1	1
389	0.03068378537	1	1
390	0.03049108563	1	1
391	0.03035019698	1	1
392	0.03021681834	1	1
393	0.03004044611	1	1
394	0.0298137929	1	1
395	0.02961462625	1	1
396	0.02947359783	1	1
397	0.02930107897	1	1
398	0.02914898323	1	1
399	0.02900717	1	1
400	0.0288316407	1	1
401	0.02866049154	1	1
402	0.02849345664	1	1
403	0.02837098732	1	1
404	0.02823915809	1	1
405	0.02807174539	1	1
406	0.02789720187	1	1
407	0.02768879864	1	1
408	0.02757814727	1	1
409	0.02742849677	1	1
410	0.02726383318	1	1
411	0.02711642923	1	1
412	0.02694630059	1	1
413	0.02679578506	1	1
414	0.0266692159	1	1
415	0.02650248649	1	1
416	0.02635698955	1	1
417	0.02622393576	1	1
418	0.02609884223	1	1
419	0.02595893699	1	1
420	0.02583878297	1	1
421	0.02569165695	1	1
422	0.02557866366	1	1
423	0.02546474131	1	1
424	0.02534344688	1	1
425	0.0252008144	1	1
426	0.02504731746	1	1
427	0.02493191926	1	1
428	0.02480091233	1	1
429	0.02467821318	1	1
430	0.02456059605	1	1
431	0.02444985564	1	1
432	0.02432893576	1	1
433	0.0242219114	1	1
434	0.0240875092	1	1
435	0.02399344681	1	1
436	0.02388770763	1	1
437	0.02375678743	1	1
438	0.02362298653	1	1
439	0.02350417898	1	1
440	0.02339841409	1	1
441	0.02330553328	1	1
442	0.0232015094	1	1
443	0.0230461094	1	1
444	0.02293147989	1	1
445	0.02276193427	1	1
446	0.02261635618	1	1
447	0.02253206227	1	1
448	0.02241120887	1	1
449	0.02230110301	1	1
450	0.02217099402	1	1
451	0.02201793416	1	1
452	0.0218936397	1	1
453	0.0217987092	1	1
454	0.02165828549	1	1
455	0.02158117649	1	1
456	0.02147335252	1	1
457	0.02136313633	1	1
458	0.02125103484	1	1
459	0.02112178256	1	1
460	0.02102436453	1	1
461	0.02093430298	1	1
462	0.02083473917	1	1
463	0.02076337802	1	1
464	0.02066908382	1	1
465	0.02056161153	1	1
466	0.02045475694	1	1
467	0.02032670976	1	1
468	0.02020815201	1	1
469	0.02011298591	1	1
470	0.02003379315	1	1
471	0.01992650785	1	1
472	0.01983766142	1	1
473	0.01975391939	1	1
474	0.01965370339	1	1
475	0.01953117867	1	1
476	0.01943800297	1	1
477	0.01935470127	1	1
478	0.01926493976	1	1
479	0.01917464455	1	1
480	0.01908179107	1	1
481	0.01901887407	1	1
482	0.01891747804	1	1
483	0.01884007905	1	1
484	0.01874558955	1	1
485	0.01864447502	1	1
486	0.0185752793	1	1
487	0.01849620481	1	1
488	0.01842671237	1	1
489	0.01829047109	1	1
490	0.0182326187	1	1
491	0.01814851846	1	1
492	0.01809007161	1	1
493	0.01802781896	1	1
494	0.01794259935	1	1
495	0.01784403759	1	1
496	0.01776464953	1	1
497	0.0177207014	1	1
498	0.01763602677	1	1
499	0.0175487416	1	1
500	0.01749486351	1	1
501	0.01740319185	1	1
502	0.01733970329	1	1
503	0.01726953359	1	1
504	0.01721547673	1	1
505	0.0171440464	1	1
506	0.01708481438	1	1
507	0.01701330638	1	1
508	0.01695487036	1	1
509	0.01689493146	1	1
510	0.01683181669	1	1
511	0.01676166833	1	1
512	0.01668001773	1	1
513	0.01658847857	1	1
514	0.01651776398	1	1
515	0.01645183451	1	1
516	0.01639043641	1	1
517	0.01630980588	1	1
518	0.01624808396	1	1
519	0.01619178396	1	1
520	0.01613261549	1	1
521	0.01605087365	1	1
522	0.01601778385	1	1
523	0.01594540738	1	1
524	0.01590541252	1	1
525	0.01584510438	1	1
526	0.01577305871	1	1
527	0.0157331309	1	1
528	0.01568975429	1	1
529	0.01563167916	1	1
530	0.0155676692	1	1
531	0.01552185486	1	1
532	0.01545916155	1	1
533	0.01538756087	1	1
534	0.0153254879	1	1
535	0.01526417774	1	1
536	0.01520513328	1	1
537	0.01514768018	1	1
538	0.01508915062	1	1
539	0.01502810739	1	1
540	0.01496043128	1	1
541	0.01489435459	1	1
542	0.01485553091	1	1
543	0.01479969552	1	1
544	0.01474130907	1	1
545	0.01468406068	1	1
546	0.01464604887	1	1
547	0.01459489759	1	1
548	0.01453379837	1	1
549	0.01448747303	1	1
550	0.01443501935	1	1
551	0.01438799296	1	1
552	0.01433743023	1	1
553	0.01427908149	1	1
554	0.01421725318	1	1
555	0.01417440345	1	1
556	0.01413180404	1	1
557	0.01408803544	1	1
558	0.01403505784	1	1
559	0.0139773201	1	1
560	0.01394551283	1	1
561	0.01389900145	1	1
562	0.01384578314	1	1
563	0.01380981202	1	1
564	0.01375429894	1	1
565	0.0137027078	1	1
566	0.01363993026	1	1
567	0.01359457949	1	1
568	0.0135471957	1	1
569	0.01351626495	1	1
570	0.01346558421	1	1
571	0.0134197209	1	1
572	0.01337904111	1	1
573	0.01332789237	1	1
574	0.01329233296	1	1
575	0.01325091278	1	1
576	0.01321564909	1	1
577	0.01316801709	1	1
578	0.01312812696	1	1
579	0.01306294881	1	1
580	0.01302864586	1	1
581	0.01298000362	1	1
582	0.01292357151	1	1
583	0.01286892486	1	1
584	0.01281157237	1	1
585	0.01276716484	1	1
586	0.01272726548	1	1
587	0.01267527836	1	1
588	0.01261255065	1	1
589	0.01257870822	1	1
590	0.01252836013	1	1
591	0.01247745407	1	1
592	0.01242438334	1	1
593	0.01239034175	1	1
594	0.01234902035	1	1
595	0.01231459572	1	1
596	0.0122699103	1	1
597	0.01222959955	1	1
598	0.01220061506	1	1
599	0.01216345066	1	1
600	0.01212880876	1	1
601	0.01207688245	1	1
602	0.01203256046	1	1
603	0.01198071411	1	1
604	0.01194746846	1	1
605	0.01190323998	1	1
606	0.01186383159	1	1
607	0.01182091673	1	1
608	0.0117806043	1	1
609	0.01175417553	1	1
610	0.01171451464	1	1
611	0.01166530488	1	1
612	0.01162911302	1	1
613	0.01158654324	1	1
614	0.01156702563	1	1
615	0.01152621694	1	1
616	0.01146574172	1	1
617	0.01142116047	1	1
618	0.01138311275	1	1
619	0.01135173697	1	1
620	0.01132526824	1	1
621	0.0112776456	1	1
622	0.01122958659	1	1
623	0.01118704041	1	1
624	0.01115210742	1	1
625	0.01111889062	1	1
626	0.01108543293	1	1
627	0.01104932381	1	1
628	0.01102603591	1	1
629	0.0110032728	1	1
630	0.01097059716	1	1
631	0.01093005379	1	1
632	0.01089797792	1	1
633	0.01087187765	1	1
634	0.01084275275	1	1
635	0.01080933652	1	1
636	0.01077858826	1	1
637	0.01073916373	1	1
638	0.0106996608	1	1
639	0.01066401397	1	1
640	0.01063630231	1	1
641	0.01060632114	1	1
642	0.01056281081	1	1
643	0.01052945573	1	1
644	0.01050067897	1	1
645	0.01047324871	1	1
646	0.01043331884	1	1
647	0.01040245702	1	1
648	0.01037173074	1	1
649	0.01034492569	1	1
650	0.0103099195	1	1
651	0.01026469306	1	1
652	0.01023069662	1	1
653	0.01020532925	1	1
654	0.01016262809	1	1
655	0.01012481115	1	1
656	0.01007546218	1	1
657	0.01004125628	1	1
658	0.01000896783	1	1
659	0.009974798664	1	1
660	0.009938497433	1	1
661	0.009903709761	1	1
662	0.009871363998	1	1
663	0.009833146979	1	1
664	0.009805439875	1	1
665	0.009769100797	1	1
666	0.009720795607	1	1
667	0.009693092727	1	1
668	0.009659919995	1	1
669	0.009630434564	1	1
670	0.009603084443	1	1
671	0.009574520482	1	1
672	0.009555991831	1	1
673	0.009526067865	1	1
674	0.009494372442	1	1
675	0.009462527791	1	1
676	0.009435957418	1	1
677	0.009414141739	1	1
678	0.009381283037	1	1
679	0.009352161893	1	1
680	0.009334952751	1	1
681	0.009303556816	1	1
682	0.009275725252	1	1
683	0.00925454578	1	1
684	0.009227134645	1	1
685	0.009199469447	1	1
686	0.009186785916	1	1
687	0.00915738439	1	1
688	0.009128785785	1	1
689	0.009099174241	1	1
690	0.009069068091	1	1
691	0.009046262285	1	1
692	0.009017981902	1	1
693	0.008990697636	1	1
694	0.008962724984	1	1
695	0.008936152418	1	1
696	0.008904250147	1	1
697	0.008887768898	1	1
698	0.00886430805	1	1
699	0.008842370794	1	1
700	0.008824365468	1	1
701	0.008802406082	1	1
702	0.008778824182	1	1
703	0.008752003766	1	1
704	0.008721582537	1	1
705	0.008702042699	1	1
706	0.008682202965	1	1
707	0.008664241286	1	1
708	0.008645317683	1	1
709	0.008619300453	1	1
710	0.008591608671	1	1
711	0.008568149556	1	1
712	0.008548752547	1	1
713	0.008523316533	1	1
714	0.008494079705	1	1
715	0.008467597003	1	1
716	0.008445349784	1	1
717	0.00842713313	1	1
718	0.008409015765	1	1
719	0.008388976037	1	1
720	0.008370369027	1	1
721	0.008351374948	1	1
722	0.008330382991	1	1
723	0.00830561143	1	1
724	0.008286201542	1	1
725	0.008267542641	1	1
726	0.008243097566	1	1
727	0.008220661243	1	1
728	0.008199243926	1	1
729	0.008178256172	1	1
730	0.008153039722	1	1
731	0.008138871662	1	1
732	0.008109841535	1	1
733	0.008095667049	1	1
734	0.00807690189	1	1
735	0.008049729194	1	1
736	0.008024038508	1	1
737	0.00800585954	1	1
738	0.007987066715	1	1
739	0.00797040405	1	1
740	0.0079569048	1	1
741	0.007939060237	1	1
742	0.00792478732	1	1
743	0.007906371501	1	1
744	0.007879833498	1	1
745	0.007861993318	1	1
746	0.007843123139	1	1
747	0.007818355566	1	1
748	0.007797735608	1	1
749	0.007785865023	1	1
750	0.007759812767	1	1
751	0.007736903301	1	1
752	0.007718929615	1	1
753	0.007693048997	1	1
754	0.007672465078	1	1
755	0.007657994711	1	1
756	0.007638180624	1	1
757	0.007619038314	1	1
758	0.007596402553	1	1
759	0.007577803169	1	1
760	0.007559276641	1	1
761	0.007537846202	1	1
762	0.007522277896	1	1
763	0.007502325235	1	1
764	0.007485729216	1	1
765	0.007466035079	1	1
766	0.007442778013	1	1
767	0.007426997099	1	1
768	0.007414409133	1	1
769	0.007394851169	1	1
770	0.007380888469	1	1
771	0.007354550692	1	1
772	0.007338208705	1	1
773	0.007318473818	1	1
774	0.007302348315	1	1
775	0.007286200967	1	1
776	0.007267458995	1	1
777	0.007248648243	1	1
778	0.007235939773	1	1
779	0.007219274794	1	1
780	0.007195270813	1	1
781	0.007172478455	1	1
782	0.007156322407	1	1
783	0.007140724623	1	1
784	0.007122319784	1	1
785	0.007110012777	1	1
786	0.007092476362	1	1
787	0.007072155424	1	1
788	0.007051091403	1	1
789	0.007036520554	1	1
790	0.007021879286	1	1
791	0.007008353918	1	1
792	0.006989016117	1	1
793	0.006969489713	1	1
794	0.006949310484	1	1
795	0.006928617025	1	1
796	0.006913930336	1	1
797	0.006900112472	1	1
798	0.00688298396	1	1
799	0.006867735284	1	1
800	0.006854446488	1	1
801	0.006841421995	1	1
802	0.00682307229	1	1
803	0.006809796907	1	1
804	0.006787112471	1	1
805	0.006777760663	1	1
806	0.006764679713	1	1
807	0.006747761457	1	1
808	0.00673099909	1	1
809	0.006718101632	1	1
810	0.006705070573	1	1
811	0.006692379826	1	1
812	0.006682913001	1	1
813	0.00666385248	1	1
814	0.00664687666	1	1
815	0.006634258548	1	1
816	0.006617042282	1	1
817	0.006603328827	1	1
818	0.006585561528	1	1
819	0.006570411929	1	1
820	0.006559048331	1	1
821	0.006548551883	1	1
822	0.006533833602	1	1
823	0.006520032537	1	1
824	0.006506894145	1	1
825	0.006494171683	1	1
826	0.006483070218	1	1
827	0.006469139959	1	1
828	0.006459287355	1	1
829	0.00644464702	1	1
830	0.006434171019	1	1
831	0.006423394326	1	1
832	0.006412494591	1	1
833	0.006401296754	1	1
834	0.006386927099	1	1
835	0.006373675592	1	1
836	0.0063603142	1	1
837	0.006345944088	1	1
838	0.006337691259	1	1
839	0.006324657286	1	1
840	0.006306751386	1	1
841	0.006293699106	1	1
842	0.006276538421	1	1
843	0.006260468186	1	1
844	0.006249694669	1	1
845	0.006235697367	1	1
846	0.006225519677	1	1
847	0.006207961392	1	1
848	0.006195769336	1	1
849	0.006182947171	1	1
850	0.006168913499	1	1
851	0.006150836184	1	1
852	0.006139562348	1	1
853	0.006130858131	1	1
854	0.006119036348	1	1
855	0.006103223068	1	1
856	0.006086280432	1	1
857	0.006075842217	1	1
858	0.006059589957	1	1
859	0.006048280863	1	1
860	0.006037491673	1	1
861	0.006024716823	1	1
862	0.006010251681	1	1
863	0.005998071006	1	1
864	0.005985337996	1	1
865	0.005974171094	1	1
866	0.005957536525	1	1
867	0.005945467598	1	1
868	0.005935041645	1	1
869	0.005924588934	1	1
870	0.005912681589	1	1
871	0.005900305402	1	1
872	0.005882820434	1	1
873	0.005873339034	1	1
874	0.005858375935	1	1
875	0.005844147392	1	1
876	0.005829508647	1	1
877	0.00581851996	1	1
878	0.005805158667	1	1
879	0.005794136477	1	1
880	0.005782940494	1	1
881	0.005772782543	1	1
882	0.005756051669	1	1
883	0.005746779161	1	1
884	0.00573386035	1	1
885	0.005721255043	1	1
886	0.00570798927	1	1
887	0.005699695157	1	1
888	0.005688389791	1	1
889	0.005673361406	1	1
890	0.005664763564	1	1
891	0.005647741952	1	1
892	0.005635528357	1	1
893	0.00562724965	1	1
894	0.005613923779	1	1
895	0.005604277552	1	1
896	0.005587745743	1	1
897	0.005576736354	1	1
898	0.005561831055	1	1
899	0.005553088492	1	1
900	0.005541089532	1	1
901	0.005525937377	1	1
902	0.005515340183	1	1
903	0.005506489461	1	1
904	0.00549417777	1	1
905	0.005481640871	1	1
906	0.005471779285	1	1
907	0.005463304138	1	1
908	0.005453736275	1	1
909	0.005443816141	1	1
910	0.005438264035	1	1
911	0.005425490906	1	1
912	0.005415144369	1	1
913	0.005404975965	1	1
914	0.00539486703	1	1
915	0.005383424167	1	1
916	0.005373209079	1	1
917	0.005367937975	1	1
918	0.005358041908	1	1
919	0.005343956653	1	1
920	0.005335820451	1	1
921	0.005323144133	1	1
922	0.005316073182	1	1
923	0.005302926723	1	1
924	0.005292693469	1	1
925	0.00528472266	1	1
926	0.005274528481	1	1
927	0.005266519775	1	1
928	0.00525505731	1	1
929	0.005243392274	1	1
930	0.005229323003	1	1
931	0.005220132247	1	1
932	0.005212512922	1	1
933	0.00520577394	1	1
934	0.005200147205	1	1
935	0.00518961089	1	1
936	0.005178371278	1	1
937	0.005170763407	1	1
938	0.00515877322	1	1
939	0.005150525787	1	1
940	0.0051396246	1	1
941	0.005129944737	1	1
942	0.005121888995	1	1
943	0.005113104435	1	1
944	0.005105251218	1	1
945	0.005096085699	1	1
946	0.005084891057	1	1
947	0.005073147544	1	1
948	0.005061864319	1	1
949	0.005051320424	1	1
950	0.005041908172	1	1
951	0.005031774849	1	1
952	0.005025923023	1	1
953	0.005016844494	1	1
954	0.005008415667	1	1
955	0.004997303667	1	1
956	0.004990487836	1	1
957	0.004983255678	1	1
958	0.004972910582	1	1
959	0.00496246573	1	1
960	0.004952281904	1	1
961	0.004945618334	1	1
962	0.004937404602	1	1
963	0.004928016303	1	1
964	0.004922059947	1	1
965	0.00491152737	1	1
966	0.004900525423	1	1
967	0.004892943558	1	1
968	0.004884486453	1	1
969	0.004869751506	1	1
970	0.004861837663	1	1
971	0.004852679661	1	1
972	0.004840447802	1	1
973	0.004828297332	1	1
974	0.00482018278	1	1
975	0.004811690966	1	1
976	0.004803211033	1	1
977	0.004795228599	1	1
978	0.004786257123	1	1
979	0.004775382028	1	1
980	0.004765794778	1	1
981	0.00475964672	1	1
982	0.004750793374	1	1
983	0.004740328825	1	1
984	0.004731991753	1	1
985	0.004723607356	1	1
986	0.004715297873	1	1
987	0.004702667188	1	1
988	0.004692182728	1	1
989	0.004683706954	1	1
990	0.004676449141	1	1
991	0.004672082934	1	1
992	0.004663946718	1	1
993	0.00465662196	1	1
994	0.00464837937	1	1
995	0.004641680384	1	1
996	0.004635052953	1	1
997	0.004628969368	1	1
998	0.004620399872	1	1
999	0.004613826369	1	1
