iter	Passed	Remaining
0	20	20043
1	33	16679
2	46	15608
3	59	14905
4	74	14775
5	88	14624
6	104	14815
7	119	14871
8	135	14872
9	150	14911
10	166	14942
11	182	15034
12	198	15059
13	213	15066
14	229	15087
15	245	15087
16	262	15163
17	277	15130
18	290	15022
19	304	14897
20	317	14782
21	331	14719
22	344	14639
23	357	14553
24	370	14460
25	384	14392
26	397	14327
27	410	14257
28	424	14207
29	437	14152
30	481	15040
31	505	15305
32	522	15313
33	538	15298
34	553	15270
35	568	15233
36	584	15213
37	600	15191
38	615	15161
39	630	15129
40	644	15076
41	657	15007
42	671	14954
43	685	14892
44	698	14819
45	711	14765
46	725	14720
47	739	14676
48	753	14619
49	766	14569
50	782	14559
51	797	14542
52	811	14503
53	826	14480
54	841	14466
55	857	14457
56	873	14447
57	889	14443
58	919	14671
59	937	14681
60	956	14722
61	972	14714
62	988	14694
63	1008	14756
64	1026	14758
65	1052	14900
66	1075	14982
67	1092	14975
68	1114	15033
69	1132	15051
70	1149	15034
71	1164	15012
72	1180	14991
73	1198	14997
74	1214	14973
75	1229	14942
76	1244	14913
77	1259	14893
78	1275	14869
79	1290	14843
80	1305	14807
81	1321	14796
82	1336	14767
83	1363	14872
84	1378	14837
85	1392	14797
86	1406	14758
87	1419	14716
88	1449	14842
89	1490	15075
90	1531	15296
91	1629	16086
92	1651	16101
93	1669	16095
94	1701	16207
95	1715	16151
96	1728	16094
97	1752	16132
98	1766	16076
99	1780	16022
100	1800	16028
101	1815	15983
102	1829	15936
103	1845	15902
104	1862	15877
105	1877	15832
106	1891	15782
107	1904	15730
108	1918	15681
109	2081	16844
110	2095	16783
111	2109	16724
112	2122	16664
113	2136	16602
114	2149	16541
115	2163	16485
116	2176	16427
117	2189	16367
118	2203	16312
119	2217	16263
120	2231	16209
121	2244	16156
122	2258	16104
123	2272	16053
124	2285	16001
125	2299	15950
126	2312	15899
127	2326	15847
128	2339	15799
129	2353	15751
130	2367	15706
131	2381	15660
132	2395	15615
133	2411	15585
134	2426	15549
135	2442	15514
136	2461	15505
137	2480	15494
138	2522	15622
139	2544	15628
140	2565	15628
141	2578	15580
142	2591	15533
143	2605	15490
144	2625	15479
145	2640	15444
146	2653	15399
147	2667	15355
148	2682	15318
149	2696	15281
150	2709	15236
151	2723	15192
152	2736	15149
153	2749	15104
154	2762	15062
155	2776	15019
156	2789	14980
157	2803	14939
158	2817	14900
159	2830	14861
160	2843	14819
161	2857	14779
162	2870	14739
163	2883	14699
164	2896	14659
165	2910	14620
166	2923	14582
167	2938	14550
168	2955	14532
169	2979	14544
170	2995	14522
171	3010	14494
172	3026	14468
173	3042	14441
174	3058	14417
175	3073	14390
176	3089	14364
177	3104	14335
178	3119	14307
179	3134	14277
180	3149	14250
181	3164	14224
182	3180	14198
183	3195	14172
184	3211	14147
185	3226	14120
186	3242	14096
187	3259	14079
188	3274	14051
189	3290	14028
190	3306	14005
191	3321	13980
192	3337	13954
193	3353	13932
194	3369	13908
195	3384	13884
196	3400	13862
197	3416	13837
198	3431	13812
199	3446	13787
200	3462	13762
201	3480	13749
202	3496	13728
203	3512	13704
204	3561	13810
205	3585	13819
206	3599	13791
207	3616	13770
208	3641	13781
209	3673	13817
210	3687	13790
211	3703	13765
212	3717	13735
213	3732	13707
214	3747	13683
215	3762	13657
216	3776	13628
217	3791	13599
218	3805	13570
219	3820	13546
220	3834	13516
221	3847	13484
222	3861	13454
223	3874	13422
224	3887	13390
225	3902	13364
226	3915	13334
227	3930	13310
228	3944	13279
229	3957	13249
230	3973	13228
231	3996	13230
232	4013	13210
233	4027	13182
234	4040	13153
235	4053	13123
236	4066	13093
237	4080	13064
238	4094	13037
239	4107	13007
240	4120	12977
241	4137	12960
242	4151	12931
243	4164	12904
244	4181	12887
245	4195	12859
246	4209	12831
247	4222	12802
248	4235	12774
249	4248	12746
250	4262	12718
251	4275	12690
252	4291	12672
253	4307	12652
254	4322	12628
255	4335	12600
256	4349	12573
257	4362	12546
258	4375	12518
259	4389	12493
