iter	Logloss	Recall	Precision
135	0.2158629308	1	0.9930795848
136	0.2143949241	1	0.9930795848
137	0.213129753	1	0.9930795848
138	0.2114344016	1	0.9930795848
139	0.2099723447	1	0.9930795848
140	0.2082350345	1	0.9930795848
141	0.2065415917	1	0.9930795848
142	0.2048185636	1	0.9930795848
143	0.2036923049	1	0.9930795848
144	0.2025824105	1	0.9930795848
145	0.201482312	1	0.9930795848
146	0.2006312187	1	0.9930795848
147	0.1993397511	1	0.9930795848
148	0.1984020979	1	0.9930795848
149	0.1971434736	1	0.9930795848
150	0.1961884532	1	0.9930795848
151	0.1950829256	1	0.9930795848
152	0.1938777475	1	0.9930795848
153	0.1927385751	1	0.9930795848
154	0.190917591	1	0.9930795848
155	0.1890902014	1	0.9965277778
156	0.1878506867	1	0.9965277778
157	0.187094885	1	0.9965277778
158	0.1859868418	1	0.9965277778
159	0.1845222731	1	0.9965277778
160	0.1830206239	1	0.9965277778
161	0.1818507331	1	0.9965277778
162	0.1808398048	1	0.9965277778
163	0.1795566372	1	0.9965277778
164	0.1783393136	1	0.9965277778
165	0.177239844	1	1
166	0.1765821296	1	1
167	0.175527569	1	1
168	0.1743134625	1	1
169	0.1733296646	1	1
170	0.1720538377	1	1
171	0.1709921179	1	1
172	0.1698835657	1	1
173	0.168826552	1	1
174	0.1676027202	1	1
175	0.1664188667	1	1
176	0.1655739983	1	1
177	0.1648455217	1	1
178	0.1641609049	1	1
179	0.1629216342	1	1
180	0.1619834553	1	1
181	0.1608107207	1	1
182	0.1600816375	1	1
183	0.1590271969	1	1
184	0.1583494492	1	1
185	0.1576522334	1	1
186	0.1563003044	1	1
187	0.1547709628	1	1
188	0.1536353063	1	1
189	0.1524407779	1	1
190	0.1511163324	1	1
191	0.1502896093	1	1
192	0.1493775625	1	1
193	0.1483561661	1	1
194	0.1470901372	1	1
195	0.1459902899	1	1
196	0.144859221	1	1
197	0.1438721236	1	1
198	0.1432800148	1	1
199	0.1420801769	1	1
200	0.1410332505	1	1
201	0.1398045605	1	1
202	0.1388300977	1	1
203	0.1380414734	1	1
204	0.1371149507	1	1
205	0.1360673924	1	1
206	0.1348575153	1	1
207	0.1340792073	1	1
208	0.133504495	1	1
209	0.1322609352	1	1
210	0.1314462696	1	1
211	0.1306615888	1	1
212	0.1297237348	1	1
213	0.1286831086	1	1
214	0.1278003601	1	1
215	0.1267971993	1	1
216	0.1258547352	1	1
217	0.1250487867	1	1
218	0.1245433379	1	1
219	0.1236438925	1	1
220	0.1226390016	1	1
221	0.121584278	1	1
222	0.1207137058	1	1
223	0.1198013312	1	1
224	0.1189459217	1	1
225	0.1184161676	1	1
226	0.1177861172	1	1
227	0.1167811464	1	1
228	0.1160103015	1	1
229	0.1150262818	1	1
230	0.1142468539	1	1
231	0.1133724358	1	1
232	0.1126565046	1	1
233	0.1120963303	1	1
234	0.1112717298	1	1
235	0.1105227927	1	1
236	0.1094724627	1	1
237	0.1089843114	1	1
238	0.108180793	1	1
239	0.1071142445	1	1
240	0.1061038686	1	1
241	0.1052973355	1	1
242	0.1045018938	1	1
243	0.1035871078	1	1
244	0.1027877457	1	1
245	0.1018770798	1	1
246	0.1013230067	1	1
247	0.1006458106	1	1
248	0.0998321203	1	1
249	0.09911964404	1	1
250	0.09843753625	1	1
251	0.0975113761	1	1
252	0.09659297633	1	1
253	0.09569826344	1	1
254	0.09508352548	1	1
255	0.09449912001	1	1
256	0.09396834356	1	1
257	0.09322707667	1	1
258	0.09277702494	1	1
259	0.09190577942	1	1
260	0.09132426151	1	1
261	0.09057646287	1	1
262	0.08983369493	1	1
263	0.08934088357	1	1
264	0.08844654417	1	1
265	0.08768140356	1	1
266	0.08686899732	1	1
267	0.08592246856	1	1
268	0.08520986701	1	1
269	0.08457731495	1	1
270	0.08411512384	1	1
271	0.08348585146	1	1
272	0.08301655499	1	1
273	0.08223927459	1	1
274	0.08179089778	1	1
275	0.08122810713	1	1
276	0.08078371403	1	1
277	0.07998890514	1	1
278	0.07935041094	1	1
279	0.078716527	1	1
280	0.07803174016	1	1
281	0.07768895045	1	1
282	0.07705003234	1	1
283	0.07646200911	1	1
284	0.07589423924	1	1
285	0.07547395884	1	1
286	0.07476801326	1	1
287	0.07437526352	1	1
288	0.07378651804	1	1
289	0.07340611112	1	1
290	0.072816708	1	1
291	0.07240139846	1	1
292	0.07185271086	1	1
293	0.07118542065	1	1
294	0.07041640836	1	1
295	0.06975864224	1	1
296	0.06943122633	1	1
297	0.06892914156	1	1
298	0.06826336253	1	1
299	0.06776182864	1	1
300	0.06711458076	1	1
301	0.06655536419	1	1
302	0.06602704833	1	1
303	0.06546959307	1	1
304	0.06505054719	1	1
305	0.06461081124	1	1
306	0.06420165534	1	1
307	0.06359244458	1	1
308	0.06304524521	1	1
309	0.06264357209	1	1
310	0.06226781669	1	1
311	0.06181183018	1	1
312	0.0613765088	1	1
313	0.06093149339	1	1
314	0.0604623275	1	1
315	0.06008800692	1	1
316	0.05971581524	1	1
317	0.05934813622	1	1
318	0.05895265884	1	1
319	0.05857328925	1	1
320	0.05819115325	1	1
321	0.05782327581	1	1
322	0.05746075436	1	1
323	0.05712597299	1	1
324	0.05669805898	1	1
325	0.05621036498	1	1
326	0.05575612958	1	1
327	0.055336461	1	1
328	0.0548863935	1	1
329	0.05448683519	1	1
330	0.05405500954	1	1
331	0.05369346118	1	1
332	0.05324905838	1	1
333	0.05282216233	1	1
334	0.05245902619	1	1
335	0.05222114276	1	1
336	0.05199843739	1	1
337	0.0516578563	1	1
338	0.05135850573	1	1
339	0.05102485441	1	1
340	0.0506504215	1	1
341	0.05031646535	1	1
342	0.05002415645	1	1
343	0.04961319399	1	1
344	0.0493058046	1	1
345	0.04890850205	1	1
346	0.04862976106	1	1
347	0.04830731175	1	1
348	0.04803312317	1	1
349	0.04765461154	1	1
350	0.04737265338	1	1
351	0.04700813479	1	1
352	0.04669647106	1	1
353	0.04642041436	1	1
354	0.04606541291	1	1
355	0.04568660669	1	1
356	0.0453991661	1	1
357	0.04514817113	1	1
358	0.04485700166	1	1
359	0.04459818354	1	1
360	0.04429736804	1	1
361	0.04402718402	1	1
362	0.04372979798	1	1
363	0.04351780719	1	1
364	0.04327791569	1	1
365	0.04296739979	1	1
366	0.04274648987	1	1
367	0.04246944999	1	1
368	0.04217900936	1	1
369	0.04193374308	1	1
370	0.04165534531	1	1
371	0.04134652719	1	1
372	0.04112744504	1	1
373	0.04084956289	1	1
374	0.04055336295	1	1
375	0.04022728453	1	1
376	0.04001617784	1	1
377	0.0397584261	1	1
378	0.03955644887	1	1
379	0.03931419898	1	1
380	0.03911296857	1	1
381	0.03888787654	1	1
382	0.03866584253	1	1
383	0.03836943331	1	1
384	0.0381613	1	1
385	0.03790345466	1	1
386	0.03762025532	1	1
387	0.03744892768	1	1
388	0.03727734628	1	1
389	0.03709503893	1	1
390	0.03689177134	1	1
391	0.03669903222	1	1
392	0.03646859709	1	1
393	0.03627675217	1	1
394	0.03612204444	1	1
395	0.03599045292	1	1
396	0.03576687997	1	1
397	0.03557788768	1	1
398	0.03540679301	1	1
399	0.03519472838	1	1
400	0.03502397643	1	1
401	0.03482395045	1	1
402	0.03464975089	1	1
403	0.03445787967	1	1
404	0.03429250642	1	1
405	0.03405624564	1	1
406	0.03384187949	1	1
407	0.03366148242	1	1
408	0.03343561476	1	1
409	0.03327292748	1	1
410	0.03308399926	1	1
411	0.0329317869	1	1
412	0.03271021889	1	1
413	0.03253276566	1	1
414	0.03235713476	1	1
415	0.03223545167	1	1
416	0.03203342649	1	1
417	0.03183925171	1	1
418	0.03164304263	1	1
419	0.03147129115	1	1
420	0.03129884845	1	1
421	0.03109341547	1	1
422	0.03096998952	1	1
423	0.03083828518	1	1
424	0.03071043104	1	1
425	0.03053114863	1	1
426	0.03033010422	1	1
427	0.03015950921	1	1
428	0.02998518448	1	1
429	0.02981202194	1	1
430	0.0296958701	1	1
431	0.02952814309	1	1
432	0.02939008728	1	1
433	0.02923312648	1	1
434	0.02910228567	1	1
435	0.02895580124	1	1
436	0.02880794689	1	1
437	0.02866906198	1	1
438	0.02852952904	1	1
439	0.02834841324	1	1
440	0.02819802109	1	1
441	0.02803784322	1	1
442	0.02792575388	1	1
443	0.02777808217	1	1
444	0.02763327433	1	1
445	0.02751559814	1	1
446	0.02739207708	1	1
447	0.02726759211	1	1
448	0.0271102956	1	1
449	0.02697619792	1	1
450	0.02684480336	1	1
451	0.0267328868	1	1
452	0.026614369	1	1
453	0.02646787781	1	1
454	0.02634854481	1	1
455	0.02619437203	1	1
456	0.02608562964	1	1
457	0.02597750694	1	1
458	0.02587164809	1	1
459	0.02576002847	1	1
460	0.02561181284	1	1
461	0.02546752608	1	1
462	0.02534696533	1	1
463	0.02521582881	1	1
464	0.02509459628	1	1
465	0.02500975685	1	1
466	0.0249005811	1	1
467	0.02476947773	1	1
468	0.02464181484	1	1
469	0.02458433591	1	1
470	0.02450871053	1	1
471	0.02439232374	1	1
472	0.02428327808	1	1
473	0.0241756652	1	1
474	0.02404235531	1	1
475	0.02392308201	1	1
476	0.02382447272	1	1
477	0.02372685945	1	1
478	0.02359564598	1	1
479	0.02350537778	1	1
480	0.02341854979	1	1
481	0.02332913895	1	1
482	0.02320677231	1	1
483	0.02312426915	1	1
484	0.02302806077	1	1
485	0.02295285044	1	1
486	0.02283917935	1	1
487	0.02271696942	1	1
488	0.02260727146	1	1
489	0.02250875844	1	1
490	0.02246312043	1	1
491	0.02236494546	1	1
492	0.02225231956	1	1
493	0.02219763802	1	1
494	0.02210998183	1	1
495	0.02201524651	1	1
496	0.02186510259	1	1
497	0.021776808	1	1
498	0.02169891873	1	1
499	0.02158760352	1	1
500	0.02149498551	1	1
501	0.02140356018	1	1
502	0.02129130613	1	1
503	0.02121675627	1	1
504	0.02115205041	1	1
505	0.02104981366	1	1
506	0.02096797144	1	1
507	0.02086524416	1	1
508	0.02078423372	1	1
509	0.02071380055	1	1
510	0.02061918994	1	1
511	0.02054001041	1	1
512	0.02045308307	1	1
513	0.02036669283	1	1
514	0.02032009625	1	1
515	0.02026163856	1	1
516	0.0201812757	1	1
517	0.0201014066	1	1
518	0.02001530969	1	1
519	0.01994267493	1	1
520	0.01985845516	1	1
521	0.01974816058	1	1
522	0.01968858716	1	1
523	0.01965283674	1	1
524	0.01957818898	1	1
525	0.01951318483	1	1
526	0.01942550118	1	1
527	0.01935361293	1	1
528	0.01926553311	1	1
529	0.01917976697	1	1
530	0.01909757629	1	1
531	0.01901916646	1	1
532	0.01897787355	1	1
533	0.01888133632	1	1
534	0.01878324027	1	1
535	0.01870317445	1	1
536	0.01862067731	1	1
537	0.01856559156	1	1
538	0.0185064613	1	1
539	0.01841986329	1	1
540	0.01833000268	1	1
541	0.018249391	1	1
542	0.01817120873	1	1
543	0.01809718	1	1
544	0.01804483959	1	1
545	0.01797984721	1	1
546	0.01791183186	1	1
547	0.01781781287	1	1
548	0.01777529441	1	1
549	0.01772732029	1	1
550	0.0176524508	1	1
551	0.01756638612	1	1
552	0.01750241024	1	1
553	0.01742380389	1	1
554	0.01734824213	1	1
555	0.01727681968	1	1
556	0.01720242397	1	1
557	0.01713039624	1	1
558	0.01707026808	1	1
559	0.01700331205	1	1
560	0.01694782959	1	1
561	0.01687743034	1	1
562	0.01681634239	1	1
563	0.01675825494	1	1
564	0.01670487771	1	1
565	0.01665809001	1	1
566	0.01660354223	1	1
567	0.01651435389	1	1
568	0.01645481222	1	1
569	0.01641808231	1	1
570	0.0163788458	1	1
571	0.01631498335	1	1
572	0.0162454179	1	1
573	0.01618541504	1	1
574	0.01610420128	1	1
575	0.01605348607	1	1
576	0.01600911838	1	1
577	0.01595102818	1	1
578	0.01590991706	1	1
579	0.01585817516	1	1
580	0.01578919085	1	1
581	0.01572788942	1	1
582	0.01564569918	1	1
583	0.01560404015	1	1
584	0.01553073879	1	1
585	0.01546753149	1	1
586	0.01540170753	1	1
587	0.01532512164	1	1
588	0.01526991042	1	1
589	0.01521432919	1	1
590	0.01516456539	1	1
591	0.0151004218	1	1
592	0.01506447295	1	1
593	0.01501979129	1	1
594	0.01496270175	1	1
595	0.01489624838	1	1
596	0.01485938143	1	1
597	0.01478716479	1	1
598	0.01475496534	1	1
599	0.01469628047	1	1
600	0.01466958741	1	1
601	0.01462531328	1	1
602	0.01458630313	1	1
603	0.01456002236	1	1
604	0.01451593343	1	1
605	0.0144768128	1	1
606	0.01441707767	1	1
607	0.01436912299	1	1
608	0.01432590773	1	1
609	0.01428496013	1	1
610	0.01425041036	1	1
611	0.01419122344	1	1
612	0.01414036504	1	1
613	0.01411629815	1	1
614	0.01407518599	1	1
615	0.01403775779	1	1
616	0.01399424394	1	1
617	0.01395110365	1	1
618	0.01389995346	1	1
619	0.01386107815	1	1
620	0.01382098647	1	1
621	0.01377466186	1	1
622	0.01372592943	1	1
623	0.01369457717	1	1
624	0.01364430375	1	1
625	0.01359447526	1	1
626	0.01355600597	1	1
627	0.01349250377	1	1
628	0.01343764679	1	1
629	0.013381842	1	1
630	0.01333067863	1	1
631	0.01328795113	1	1
632	0.01326521525	1	1
633	0.01321188663	1	1
634	0.01317341957	1	1
635	0.01313190127	1	1
636	0.01309275046	1	1
637	0.01306078107	1	1
638	0.01302589673	1	1
639	0.01298421526	1	1
640	0.01294674808	1	1
641	0.01291125276	1	1
642	0.01286090315	1	1
643	0.01282231147	1	1
644	0.01279392981	1	1
645	0.01275953671	1	1
646	0.01270497344	1	1
647	0.01265160809	1	1
648	0.01261844797	1	1
649	0.01257524029	1	1
650	0.01254513833	1	1
651	0.01252007752	1	1
652	0.01247670651	1	1
653	0.01244069079	1	1
654	0.0123970303	1	1
655	0.01237629105	1	1
656	0.01233687375	1	1
657	0.01229630682	1	1
658	0.01224926028	1	1
659	0.01220132589	1	1
660	0.01217298937	1	1
661	0.01212167414	1	1
662	0.01208498313	1	1
663	0.01205485198	1	1
664	0.01201673169	1	1
665	0.01198510213	1	1
666	0.01194720299	1	1
667	0.01191542065	1	1
668	0.01187241291	1	1
669	0.01183418601	1	1
670	0.01178523817	1	1
671	0.01174902906	1	1
672	0.01171830626	1	1
673	0.01168696928	1	1
674	0.01164941313	1	1
675	0.01163371636	1	1
676	0.01158849245	1	1
677	0.01154931097	1	1
678	0.0115197687	1	1
679	0.0114767704	1	1
680	0.01144799314	1	1
681	0.01140381701	1	1
682	0.01137714564	1	1
683	0.01133386935	1	1
684	0.01129476544	1	1
685	0.01125396308	1	1
686	0.01122489294	1	1
687	0.01119104578	1	1
688	0.01115850073	1	1
689	0.01111999684	1	1
690	0.01108887241	1	1
691	0.01105455165	1	1
692	0.01102091746	1	1
693	0.0109949742	1	1
694	0.01096830832	1	1
695	0.01094729288	1	1
696	0.01092245597	1	1
697	0.01088398647	1	1
698	0.01086505884	1	1
699	0.01082549932	1	1
700	0.01078604491	1	1
701	0.01075364343	1	1
702	0.01071986455	1	1
703	0.01068863021	1	1
704	0.01065401926	1	1
705	0.01062142897	1	1
706	0.01059064897	1	1
707	0.01055944335	1	1
708	0.01053037792	1	1
709	0.01049744776	1	1
710	0.01048567245	1	1
711	0.0104496741	1	1
712	0.0104221677	1	1
713	0.01038902765	1	1
714	0.01035769734	1	1
715	0.01031595998	1	1
716	0.01028498311	1	1
717	0.01025687097	1	1
718	0.01023700656	1	1
719	0.01022408885	1	1
720	0.01019838754	1	1
721	0.01016201832	1	1
722	0.01013027406	1	1
723	0.01010210211	1	1
724	0.01007173379	1	1
725	0.01005013184	1	1
726	0.0100357196	1	1
727	0.01002275249	1	1
728	0.009996219871	1	1
729	0.009971364742	1	1
730	0.009943946847	1	1
731	0.009921313799	1	1
732	0.009895949548	1	1
733	0.00986705789	1	1
734	0.009836388041	1	1
735	0.009811099299	1	1
736	0.00979117829	1	1
737	0.009762255989	1	1
738	0.009740189545	1	1
739	0.009720862347	1	1
740	0.009693852085	1	1
741	0.009670297261	1	1
742	0.00964813269	1	1
743	0.0096289552	1	1
744	0.009600756069	1	1
745	0.009584151794	1	1
746	0.009561140299	1	1
747	0.009528727113	1	1
748	0.009503875625	1	1
749	0.0094828499	1	1
750	0.00946018688	1	1
751	0.009436384541	1	1
752	0.009413422785	1	1
753	0.009380406531	1	1
754	0.009364195425	1	1
755	0.009351855833	1	1
756	0.009313527498	1	1
757	0.009291697271	1	1
758	0.009257934735	1	1
759	0.00923176492	1	1
760	0.009209220951	1	1
761	0.009192483595	1	1
762	0.009172676088	1	1
763	0.009146343479	1	1
764	0.009125819724	1	1
765	0.009096364083	1	1
766	0.009076152594	1	1
767	0.009050579322	1	1
768	0.009022737988	1	1
769	0.009006559786	1	1
770	0.008980679207	1	1
771	0.008956487224	1	1
772	0.008935751985	1	1
773	0.008917201825	1	1
774	0.00889604138	1	1
775	0.00887992032	1	1
776	0.008864993263	1	1
777	0.008843534655	1	1
778	0.008826603951	1	1
779	0.008806237092	1	1
780	0.008791690587	1	1
781	0.008763096713	1	1
782	0.008749002576	1	1
783	0.008729776457	1	1
784	0.008703399351	1	1
785	0.008674241013	1	1
786	0.008652171201	1	1
787	0.00862371053	1	1
788	0.008609887864	1	1
789	0.008593367937	1	1
790	0.008569262499	1	1
791	0.008556177075	1	1
792	0.008536148758	1	1
793	0.008506829365	1	1
794	0.008492376504	1	1
795	0.008475266694	1	1
796	0.008445972045	1	1
797	0.008429814723	1	1
798	0.008410785648	1	1
799	0.008400564156	1	1
800	0.0083791722	1	1
801	0.008358868651	1	1
802	0.008336771029	1	1
803	0.008315777282	1	1
804	0.008295916924	1	1
805	0.008282890972	1	1
806	0.008270490515	1	1
807	0.008255858055	1	1
808	0.008239847632	1	1
809	0.008213493066	1	1
810	0.008190836957	1	1
811	0.008178351267	1	1
812	0.008164910746	1	1
813	0.008145811987	1	1
814	0.008120538331	1	1
815	0.0081019612	1	1
816	0.008082120742	1	1
817	0.008058322077	1	1
818	0.00803677492	1	1
819	0.008020703376	1	1
820	0.008000058781	1	1
821	0.007983666017	1	1
822	0.007972466514	1	1
823	0.007949063438	1	1
824	0.007927970484	1	1
825	0.007912121615	1	1
826	0.007898837702	1	1
827	0.007881579142	1	1
828	0.007854942385	1	1
829	0.007841507408	1	1
830	0.007822385902	1	1
831	0.007807759312	1	1
832	0.007791288404	1	1
833	0.007777273167	1	1
834	0.007767391413	1	1
835	0.007743829225	1	1
836	0.007721649983	1	1
837	0.007710556946	1	1
838	0.007694068354	1	1
839	0.007675031436	1	1
840	0.007654742227	1	1
841	0.007642643608	1	1
842	0.007629841301	1	1
843	0.007613016276	1	1
844	0.007604840413	1	1
845	0.007589631991	1	1
846	0.007574811373	1	1
847	0.007556232645	1	1
848	0.007545329101	1	1
849	0.007545290913	1	1
850	0.007526656491	1	1
851	0.007514724739	1	1
852	0.007497773828	1	1
853	0.007477310402	1	1
854	0.007462510227	1	1
855	0.007441708251	1	1
856	0.007430461999	1	1
857	0.007413178085	1	1
858	0.007392114887	1	1
859	0.007370762928	1	1
860	0.007357274149	1	1
861	0.007347600931	1	1
862	0.007337086265	1	1
863	0.007324124403	1	1
864	0.007312630438	1	1
865	0.007299628002	1	1
866	0.007283632467	1	1
867	0.007269702425	1	1
868	0.007254746956	1	1
869	0.007234796425	1	1
870	0.007220974458	1	1
871	0.007202195141	1	1
872	0.007188439576	1	1
873	0.007171177374	1	1
874	0.007154853774	1	1
875	0.007136797383	1	1
876	0.007121607509	1	1
877	0.007114114019	1	1
878	0.007100753924	1	1
879	0.007083567544	1	1
880	0.007069957485	1	1
881	0.007059537248	1	1
882	0.00704920388	1	1
883	0.007041568278	1	1
884	0.007025426881	1	1
885	0.007012669287	1	1
886	0.007000849016	1	1
887	0.006985467722	1	1
888	0.006976506053	1	1
889	0.00696056606	1	1
890	0.006946102955	1	1
891	0.006936990283	1	1
892	0.006914194213	1	1
893	0.006901386525	1	1
894	0.006892875393	1	1
895	0.006884980517	1	1
896	0.006865408504	1	1
897	0.006849600776	1	1
898	0.006838113069	1	1
899	0.006823437102	1	1
900	0.006813272959	1	1
901	0.006795046095	1	1
902	0.006787952948	1	1
903	0.006771232534	1	1
904	0.006757089924	1	1
905	0.006741428649	1	1
906	0.006732908476	1	1
907	0.00672272747	1	1
908	0.006710161227	1	1
909	0.006695936931	1	1
910	0.006681070473	1	1
911	0.006663954069	1	1
912	0.006649053389	1	1
913	0.006633520295	1	1
914	0.006617634502	1	1
915	0.006597509086	1	1
916	0.006583588384	1	1
917	0.006570313781	1	1
918	0.006561181918	1	1
919	0.006548295908	1	1
920	0.006534234637	1	1
921	0.00651947519	1	1
922	0.006507014448	1	1
923	0.006494210973	1	1
924	0.006480103081	1	1
925	0.006465805813	1	1
926	0.006454388702	1	1
927	0.006442363951	1	1
928	0.006428679301	1	1
929	0.006415545582	1	1
930	0.006402733712	1	1
931	0.006393012092	1	1
932	0.006361149414	1	1
933	0.006341868358	1	1
934	0.006331525382	1	1
935	0.006320710133	1	1
936	0.006305393693	1	1
937	0.006282081619	1	1
938	0.006267615624	1	1
939	0.006256460814	1	1
940	0.006246613174	1	1
941	0.006235778754	1	1
942	0.006224108358	1	1
943	0.006210002363	1	1
944	0.006200593133	1	1
945	0.006193008178	1	1
946	0.006184515551	1	1
947	0.006174100884	1	1
948	0.006158775783	1	1
949	0.006142648105	1	1
950	0.006128605124	1	1
951	0.006120499854	1	1
952	0.006105199546	1	1
953	0.006092457942	1	1
954	0.006083302593	1	1
955	0.006079273994	1	1
956	0.006072189705	1	1
957	0.006061507681	1	1
958	0.006048727694	1	1
959	0.006028928566	1	1
960	0.006017043715	1	1
961	0.00600247693	1	1
962	0.005994618062	1	1
963	0.005984697794	1	1
964	0.005974729889	1	1
965	0.005965784659	1	1
966	0.005953098757	1	1
967	0.005941261718	1	1
968	0.005932282215	1	1
969	0.005921417995	1	1
970	0.005907325633	1	1
971	0.005897390851	1	1
972	0.005887543382	1	1
973	0.005878190387	1	1
974	0.005861311576	1	1
975	0.005851245291	1	1
976	0.005841326846	1	1
977	0.005831105411	1	1
978	0.005819685254	1	1
979	0.005810045677	1	1
980	0.005796044131	1	1
981	0.005790659798	1	1
982	0.005778974749	1	1
983	0.0057616945	1	1
984	0.005752496025	1	1
985	0.005748266252	1	1
986	0.005736349297	1	1
987	0.005725443386	1	1
988	0.005718038807	1	1
989	0.00570791514	1	1
990	0.005697288803	1	1
991	0.005687543772	1	1
992	0.005676543437	1	1
993	0.005676533628	1	1
994	0.005670679418	1	1
995	0.005670573896	1	1
996	0.005662478002	1	1
997	0.005653505154	1	1
998	0.005644881041	1	1
999	0.005636970235	1	1
