iter	Logloss
0	0.6677345338
1	0.6394929343
2	0.6086613725
3	0.590306724
4	0.56927422
5	0.5521981464
6	0.5282858252
7	0.5086474535
8	0.4969681841
9	0.4796811236
10	0.4653886004
11	0.4524306321
12	0.442134516
13	0.4295130784
14	0.4152636644
15	0.4031130163
16	0.3948621052
17	0.3827350896
18	0.3757045715
19	0.3658283823
20	0.3571855809
21	0.3472121014
22	0.3391210665
23	0.3312349707
24	0.3261621987
25	0.3187261442
26	0.3101883555
27	0.3040495772
28	0.2973046652
29	0.2874248474
30	0.2812806416
31	0.276112192
32	0.2701833771
33	0.2612864176
34	0.2561553552
35	0.2513541555
36	0.2476806951
37	0.2444626103
38	0.2397919632
39	0.2359326525
40	0.2319719268
41	0.2250377841
42	0.2200133161
43	0.2159406771
44	0.212950187
45	0.2065893344
46	0.2034698114
47	0.1975179378
48	0.1938508817
49	0.1906302537
50	0.1849199931
51	0.1807976699
52	0.1763581532
53	0.1731467208
54	0.169110461
55	0.1647296688
56	0.1612602947
57	0.1572220655
58	0.1543727037
59	0.1518368605
60	0.148808394
61	0.145384145
62	0.1425435756
63	0.1385911306
64	0.1353304173
65	0.1328553611
66	0.1298754622
67	0.1276815771
68	0.1255719875
69	0.1231466076
70	0.120471117
71	0.1170671354
72	0.1140462751
73	0.1118306338
74	0.109998796
75	0.1084551772
76	0.1068869025
77	0.1047598211
78	0.1019910797
79	0.09969991203
80	0.0972683139
81	0.0955563522
82	0.09268566845
83	0.09110219692
84	0.08923719763
85	0.08669869493
86	0.08420928707
87	0.08218572198
88	0.07961680249
89	0.07774126627
90	0.0756462919
91	0.07363689237
92	0.07168548088
93	0.07043328324
94	0.0685015345
95	0.06718883669
96	0.06597827508
97	0.06463273366
98	0.06280462916
99	0.06139699424
100	0.06034012151
101	0.0587197358
102	0.05691368987
103	0.05595371587
104	0.05435641219
105	0.05331628691
106	0.05230600466
107	0.05156902375
108	0.05053285661
109	0.04931195577
110	0.0483228133
111	0.0474507169
112	0.04644127978
113	0.0455212942
114	0.04467923467
115	0.04371218953
116	0.04298752498
117	0.0419366728
118	0.04121344652
119	0.04045747741
120	0.03973231277
121	0.03907009063
122	0.03854446876
123	0.03784019966
124	0.03735400409
125	0.03649865127
126	0.03581511102
127	0.03504559277
128	0.03426378142
129	0.0338262116
130	0.03331551513
131	0.03261534761
132	0.03220724672
133	0.03158281877
134	0.03106035837
135	0.03058827796
136	0.03011698064
137	0.02972230679
138	0.02916443833
139	0.02863165227
140	0.02817934897
141	0.02771015671
142	0.0272112513
143	0.02675265413
144	0.02645395054
145	0.02604536119
146	0.02580972416
147	0.02562186001
148	0.02514255338
149	0.02482335354
150	0.02446757681
151	0.02411237383
152	0.02365812247
153	0.02336291181
154	0.02299320795
155	0.02270337237
156	0.02228853761
157	0.02201820389
158	0.02167528625
159	0.02149228352
160	0.02124355091
161	0.02101033296
162	0.02073491492
163	0.02048232303
164	0.0202947981
165	0.02009943636
166	0.01981563491
167	0.01965112609
168	0.01946589617
169	0.01911620008
170	0.01879087309
171	0.01856163071
172	0.01836080861
173	0.01811911032
174	0.01786730154
175	0.0175876695
