iter	Logloss
0	0.6661678922
1	0.6313248403
2	0.6005090732
3	0.5784126707
4	0.5549896949
5	0.5364469385
6	0.5172151615
7	0.5011359346
8	0.4860069377
9	0.4669914499
10	0.4511963051
11	0.4381341783
12	0.4293059551
13	0.4193884626
14	0.4097711877
15	0.3979302161
16	0.3879282239
17	0.3784239767
18	0.3707082853
19	0.3595896086
20	0.3508208151
21	0.3424053769
22	0.3350065893
23	0.3287472088
24	0.3212460751
25	0.316536173
26	0.3092593449
27	0.3015075297
28	0.2947387878
29	0.2865115681
30	0.2801263138
31	0.273843421
32	0.2666452814
33	0.2580705309
34	0.253428964
35	0.2482472106
36	0.2432256859
37	0.2392502269
38	0.2346083116
39	0.2305170485
40	0.2248219332
41	0.219740365
42	0.21330034
43	0.2080811116
44	0.2038043329
45	0.2009004082
46	0.1951915196
47	0.1888725772
48	0.1827020723
49	0.1788339308
50	0.1753445299
51	0.1725161533
52	0.167384353
53	0.1639746695
54	0.1609140547
55	0.1589678433
56	0.1558407511
57	0.1508805786
58	0.1482560552
59	0.1454080869
60	0.1424385338
61	0.1393606239
62	0.1363975423
63	0.1341728245
64	0.131333102
65	0.1290552217
66	0.1253026539
67	0.121667515
68	0.1186189267
69	0.1155173866
70	0.1129744306
71	0.1097658357
72	0.107617585
73	0.1054660033
74	0.102716372
75	0.09979417178
76	0.09786002052
77	0.09593497344
78	0.09363494211
79	0.09138535383
80	0.08957208468
81	0.08760908866
82	0.08549936353
83	0.08352914246
84	0.08158428377
85	0.0795242621
86	0.07694548685
87	0.0750889131
88	0.07330822604
89	0.07115168912
90	0.06965148108
91	0.06792509069
92	0.0661285668
93	0.0646683581
94	0.06332521682
95	0.06192968719
96	0.0602584036
97	0.05866357404
98	0.05696814644
99	0.0559284833
100	0.05458095366
101	0.053144689
102	0.05172971025
103	0.05009755261
104	0.04914642645
105	0.04792417069
106	0.04708607586
107	0.0459409451
108	0.04516815215
109	0.04415781741
110	0.04315780863
111	0.04212760877
112	0.04118625193
113	0.04022641669
114	0.03956749293
115	0.03885293056
116	0.03809989569
117	0.03727640278
118	0.03642151112
119	0.03580333554
120	0.0351711643
121	0.03458953147
122	0.03398714649
123	0.03328170679
124	0.03266070181
125	0.0320318295
126	0.03139426368
127	0.03063557099
128	0.03011126129
129	0.0296377834
130	0.02916370411
131	0.02861723121
132	0.02802103296
133	0.02749360921
134	0.02690530796
135	0.02651807143
136	0.02607282619
137	0.02565620675
138	0.02520314041
139	0.0247522831
140	0.02436059738
141	0.02398168019
142	0.02358027575
143	0.02315842667
144	0.02279509622
145	0.02254133906
146	0.02219453053
147	0.02185538058
148	0.02150345238
149	0.02117772394
150	0.02090196707
151	0.02055938487
152	0.02025222194
153	0.01994436809
154	0.01962083992
155	0.01931142028
156	0.01907990222
157	0.01886643974
158	0.01859046683
159	0.01827065312
160	0.01803087507
161	0.01775617016
162	0.01746899352
163	0.01723846805
164	0.01696580478
165	0.0167937016
