iter	Passed	Remaining
0	19	9953
1	33	8352
2	50	8307
3	105	13070
4	123	12210
5	147	12110
6	162	11433
7	175	10800
8	188	10306
9	202	9925
10	217	9665
11	230	9383
12	243	9140
13	257	8940
14	270	8754
15	283	8577
16	296	8435
17	311	8333
18	324	8220
19	339	8137
20	352	8030
21	365	7939
22	378	7854
23	391	7772
24	405	7698
25	418	7622
26	431	7554
27	444	7494
28	459	7468
29	473	7415
30	486	7365
31	500	7312
32	513	7260
33	526	7210
34	539	7163
35	556	7172
36	639	8005
37	653	7940
38	666	7875
39	683	7855
40	696	7793
41	709	7737
42	723	7684
43	736	7632
44	749	7580
45	762	7527
46	776	7479
47	789	7433
48	802	7386
49	815	7340
50	828	7294
51	841	7251
52	855	7211
53	868	7172
54	881	7132
55	894	7093
56	908	7058
57	921	7025
58	935	6988
59	947	6951
60	961	6917
61	974	6884
62	987	6850
63	1000	6817
64	1013	6785
65	1027	6753
66	1040	6723
67	1053	6695
68	1067	6666
69	1080	6637
70	1095	6619
71	1151	6846
72	1169	6843
73	1200	6910
74	1214	6883
75	1235	6891
76	1248	6857
77	1261	6826
78	1274	6793
79	1288	6762
80	1301	6730
81	1314	6700
82	1328	6674
83	1342	6646
84	1354	6615
85	1368	6587
86	1381	6557
87	1394	6529
88	1407	6501
89	1420	6472
90	1433	6444
91	1446	6416
92	1460	6389
93	1472	6361
94	1485	6334
95	1499	6311
96	1513	6286
97	1526	6261
98	1539	6236
99	1552	6211
100	1566	6187
101	1579	6164
102	1592	6139
103	1613	6143
104	1636	6156
105	1652	6143
106	1667	6126
107	1681	6103
108	1695	6080
109	1708	6057
110	1722	6035
111	1735	6011
112	1748	5989
113	1762	5967
114	1775	5944
115	1788	5922
116	1802	5899
117	1815	5876
118	1828	5855
119	1842	5833
120	1855	5812
121	1868	5790
122	1882	5769
123	1895	5747
124	1908	5726
125	1922	5706
126	1935	5684
127	1948	5662
128	1961	5641
129	1974	5621
130	1988	5601
131	2002	5581
132	2016	5563
133	2029	5542
134	2042	5522
135	2056	5503
136	2069	5484
137	2082	5463
138	2096	5444
139	2109	5424
140	2122	5404
141	2135	5384
142	2255	5630
143	2274	5623
144	2293	5615
145	2316	5616
146	2329	5594
147	2343	5573
148	2356	5551
149	2370	5530
150	2383	5509
151	2397	5488
152	2410	5467
153	2424	5446
154	2437	5424
155	2450	5403
156	2463	5382
157	2476	5361
158	2490	5341
159	2503	5320
160	2516	5299
161	2530	5278
162	2543	5258
163	2556	5237
164	2569	5217
165	2582	5197
166	2595	5176
167	2609	5155
168	2622	5135
169	2635	5115
170	2648	5095
171	2662	5076
172	2675	5057
173	2689	5038
174	2702	5018
175	2725	5018
176	2748	5014
177	2763	4998
178	2777	4981
179	2791	4961
180	2804	4942
181	2817	4923
182	2830	4903
183	2844	4884
184	2858	4866
185	2871	4846
186	2884	4828
187	2898	4809
188	2911	4790
189	2925	4773
190	2939	4755
191	2953	4737
192	2966	4718
193	2979	4699
194	2993	4681
195	3006	4663
196	3020	4645
197	3033	4627
198	3047	4609
199	3060	4590
200	3073	4572
201	3086	4553
202	3100	4535
203	3113	4518
204	3127	4500
205	3140	4482
206	3153	4464
207	3167	4446
208	3180	4428
209	3193	4410
210	3206	4392
211	3220	4374
212	3233	4356
213	3246	4338
214	3262	4325
215	3321	4366
216	3339	4355
217	3364	4351
218	3377	4333
219	3390	4315
220	3403	4297
221	3416	4278
222	3430	4260
223	3443	4242
224	3456	4224
225	3470	4207
226	3483	4189
227	3496	4171
228	3509	4153
229	3522	4135
230	3535	4117
231	3549	4099
232	3563	4083
233	3576	4065
234	3589	4048
235	3602	4030
236	3615	4012
237	3629	3995
238	3642	3977
239	3655	3960
240	3668	3942
241	3682	3925
242	3695	3908
243	3708	3890
244	3721	3873
245	3735	3856
246	3748	3840
247	3770	3830
248	3793	3824
249	3811	3811
250	3825	3795
251	3838	3777
252	3851	3760
253	3865	3743
254	3878	3726
255	3892	3709
256	3905	3692
257	3918	3675
258	3932	3658
259	3945	3642
260	3959	3625
261	3972	3608
262	3985	3591
263	3999	3575
264	4012	3558
265	4025	3541
266	4040	3526
267	4054	3509
268	4068	3493
269	4081	3476
270	4094	3460
271	4108	3443
272	4121	3427
273	4135	3410
274	4148	3394
275	4162	3378
276	4175	3361
277	4188	3345
278	4201	3328
279	4214	3311
280	4228	3295
281	4241	3278
282	4255	3262
283	4268	3246
284	4281	3229
285	4294	3213
286	4312	3200
287	4373	3219
288	4391	3206
289	4417	3198
290	4431	3182
291	4444	3165
292	4457	3149
293	4471	3132
294	4484	3116
295	4497	3099
296	4511	3083
297	4524	3067
298	4538	3050
299	4551	3034
300	4564	3017
301	4577	3001
302	4591	2985
303	4604	2968
304	4618	2952
305	4631	2936
306	4644	2920
307	4657	2903
308	4670	2887
309	4683	2870
310	4697	2854
311	4710	2838
312	4724	2822
313	4738	2807
314	4752	2790
315	4765	2774
316	4778	2758
317	4792	2742
318	4805	2726
319	4821	2712
320	4847	2703
321	4864	2689
322	4879	2673
323	4892	2657
324	4905	2641
325	4918	2625
326	4931	2609
327	4945	2593
328	4959	2577
329	4972	2561
330	4985	2545
331	4998	2529
332	5012	2513
333	5027	2498
334	5041	2483
335	5054	2467
336	5067	2451
337	5081	2435
338	5094	2419
339	5107	2403
340	5121	2387
341	5134	2372
342	5147	2356
343	5161	2340
344	5174	2324
345	5188	2309
346	5201	2293
347	5214	2277
348	5227	2261
349	5240	2246
350	5254	2230
351	5267	2214
352	5281	2199
353	5294	2183
354	5307	2167
355	5321	2152
356	5334	2136
357	5347	2121
358	5364	2107
359	5425	2109
360	5444	2096
361	5463	2082
362	5481	2068
363	5505	2056
364	5518	2041
365	5532	2025
366	5545	2009
367	5559	1994
368	5572	1978
369	5585	1962
370	5598	1946
371	5612	1931
372	5625	1915
373	5638	1899
374	5651	1883
375	5665	1868
376	5678	1852
377	5691	1837
378	5704	1821
379	5717	1805
380	5730	1789
381	5743	1774
382	5756	1758
383	5769	1743
384	5782	1727
385	5795	1711
386	5809	1696
387	5822	1680
388	5835	1665
